600	89754
93	442
1	254	73
255	1	57
256	1	70
1	257	1
258	1	52
1	259	26
260	1	52
1	261	64
1	262	19
263	1	84
264	1	25
1	265	17
266	1	26
267	1	1
1	268	48
1	269	17
1	270	79
1	271	5
1	272	87
273	1	11
1	274	83
275	1	71
1	276	50
277	1	68
278	1	63
1	279	15
280	1	87
281	1	9
282	1	33
1	283	15
1	284	2
1	285	75
286	1	63
1	287	4
1	288	90
1	289	61
1	290	40
291	1	51
1	292	12
1	293	6
1	294	65
295	1	8
1	296	2
297	1	88
1	298	2
1	299	6
3	2	27
4	2	93
2	5	73
2	6	79
2	7	90
2	8	11
9	2	2
10	2	85
11	2	12
2	12	57
2	13	80
14	2	37
15	2	38
2	16	20
2	17	44
2	18	72
2	19	14
20	2	4
2	21	44
2	22	64
2	23	33
2	24	64
25	2	61
26	2	8
2	27	38
2	28	96
29	2	20
30	2	6
31	2	81
2	32	9
33	2	13
34	2	32
2	35	63
2	36	5
37	2	29
2	38	98
2	39	8
40	2	83
41	2	55
42	2	14
2	43	72
44	2	81
45	2	86
46	2	58
2	47	75
48	2	73
2	49	53
50	2	18
51	2	43
52	2	29
53	2	82
54	2	72
55	2	40
2	56	16
57	2	79
58	2	92
2	59	54
60	2	72
61	2	78
2	62	75
2	63	58
64	2	48
2	65	91
66	2	91
2	67	7
68	2	45
69	2	16
70	2	61
71	2	37
2	72	40
73	2	16
74	2	31
75	2	55
2	76	92
77	2	63
78	2	93
2	79	33
2	80	60
81	2	53
2	82	29
83	2	88
84	2	8
85	2	18
2	86	100
87	2	94
2	88	63
2	89	82
90	2	19
91	2	18
2	92	4
93	2	13
2	94	18
95	2	44
2	96	21
2	97	92
2	98	16
99	2	11
2	100	71
101	2	12
102	2	44
2	103	90
2	104	100
2	105	86
2	106	59
2	107	85
108	2	38
2	109	73
2	110	94
111	2	1
112	2	81
2	113	97
2	114	97
2	115	54
116	2	23
117	2	100
2	118	88
119	2	32
2	120	97
2	121	14
2	122	58
2	123	83
124	2	50
2	125	35
2	126	7
127	2	99
128	2	83
129	2	64
130	2	95
131	2	28
2	132	62
2	133	34
134	2	55
2	135	59
136	2	27
2	137	22
138	2	10
2	139	49
2	140	30
141	2	10
142	2	85
2	143	78
2	144	51
145	2	95
2	146	99
2	147	41
2	148	55
149	2	49
2	150	17
151	2	74
2	152	60
153	2	47
2	154	28
2	155	72
156	2	34
2	157	98
158	2	15
159	2	100
2	160	7
2	161	43
2	162	94
2	163	6
2	164	61
2	165	7
166	2	43
2	167	87
2	168	35
169	2	7
170	2	49
171	2	99
172	2	37
173	2	52
174	2	27
2	175	49
176	2	63
2	177	45
178	2	2
2	179	48
2	180	11
2	181	27
182	2	66
183	2	51
184	2	67
2	185	73
2	186	37
2	187	71
2	188	46
2	189	60
2	190	21
191	2	39
192	2	74
2	193	93
2	194	11
2	195	96
2	196	73
2	197	97
2	198	55
199	2	99
200	2	42
2	201	76
202	2	59
203	2	25
204	2	27
2	205	10
2	206	15
207	2	81
2	208	21
209	2	38
2	210	91
211	2	71
2	212	93
2	213	72
2	214	19
2	215	47
216	2	41
217	2	8
2	218	45
2	219	32
220	2	60
221	2	91
2	222	5
2	223	23
2	224	42
225	2	98
2	226	53
2	227	11
228	2	30
229	2	78
2	230	12
2	231	34
232	2	17
2	233	27
2	234	44
235	2	8
2	236	92
2	237	4
238	2	81
239	2	87
240	2	73
241	2	21
242	2	69
2	243	11
2	244	31
2	245	90
2	246	65
247	2	28
2	248	59
249	2	28
250	2	1
2	251	40
2	252	90
253	2	62
2	254	51
255	2	41
256	2	15
2	257	34
258	2	20
259	2	31
260	2	27
261	2	96
2	262	1
2	263	85
2	264	72
2	265	47
266	2	60
2	267	35
2	268	24
2	269	29
2	270	94
2	271	67
2	272	47
2	273	68
274	2	28
275	2	96
276	2	50
277	2	3
278	2	27
2	279	71
2	280	37
281	2	65
2	282	72
2	283	79
284	2	66
285	2	57
286	2	48
287	2	100
2	288	79
289	2	70
2	290	29
2	291	35
2	292	54
293	2	73
294	2	82
295	2	20
2	296	27
2	297	80
2	298	88
2	299	88
4	3	2
5	3	55
6	3	61
7	3	32
3	8	78
3	9	6
10	3	12
3	11	53
3	12	70
13	3	97
3	14	65
15	3	43
16	3	34
3	17	40
3	18	11
19	3	64
3	20	57
3	21	64
3	22	83
3	23	53
3	24	56
25	3	96
26	3	19
3	27	35
3	28	93
3	29	36
3	30	83
31	3	94
3	32	86
33	3	57
3	34	87
35	3	15
36	3	76
3	37	57
38	3	54
39	3	47
40	3	52
41	3	55
3	42	86
3	43	47
3	44	39
3	45	10
46	3	76
3	47	85
48	3	28
3	49	67
3	50	57
51	3	44
52	3	86
3	53	79
3	54	52
55	3	36
56	3	56
57	3	26
58	3	47
59	3	76
60	3	57
3	61	20
3	62	69
3	63	12
64	3	24
3	65	40
3	66	42
3	67	97
3	68	48
3	69	51
70	3	21
3	71	19
72	3	95
3	73	91
74	3	33
75	3	2
3	76	32
77	3	9
3	78	94
79	3	28
3	80	33
81	3	16
3	82	70
3	83	98
3	84	75
85	3	6
86	3	52
3	87	36
88	3	93
89	3	66
3	90	87
91	3	98
92	3	54
3	93	3
94	3	43
95	3	89
96	3	2
97	3	76
98	3	56
99	3	50
3	100	23
101	3	61
3	102	75
3	103	77
3	104	80
3	105	82
106	3	89
107	3	9
3	108	87
3	109	78
3	110	22
3	111	14
112	3	82
113	3	81
114	3	62
3	115	7
116	3	6
3	117	89
3	118	14
119	3	85
3	120	96
3	121	46
3	122	73
3	123	44
124	3	16
3	125	68
3	126	73
127	3	62
128	3	20
3	129	74
3	130	85
3	131	49
3	132	60
133	3	20
134	3	36
135	3	96
3	136	59
137	3	20
138	3	15
139	3	60
140	3	38
141	3	69
3	142	65
143	3	67
3	144	79
3	145	48
146	3	2
147	3	14
148	3	88
3	149	12
3	150	43
151	3	37
3	152	36
153	3	52
3	154	21
155	3	55
156	3	75
157	3	39
158	3	4
159	3	78
160	3	58
3	161	28
3	162	37
163	3	7
3	164	53
165	3	30
3	166	22
167	3	1
168	3	91
3	169	53
3	170	50
171	3	12
172	3	42
3	173	42
3	174	33
175	3	28
176	3	80
3	177	92
178	3	73
3	179	64
3	180	93
181	3	35
3	182	41
3	183	53
3	184	35
3	185	62
186	3	65
187	3	3
3	188	54
3	189	80
190	3	11
3	191	6
192	3	76
3	193	59
3	194	9
195	3	67
196	3	52
3	197	72
198	3	27
199	3	32
200	3	86
3	201	53
3	202	58
3	203	21
204	3	91
3	205	33
3	206	5
207	3	57
3	208	13
3	209	12
210	3	47
3	211	69
3	212	89
3	213	91
214	3	54
3	215	52
216	3	19
3	217	43
3	218	31
3	219	27
220	3	6
221	3	63
3	222	42
223	3	25
224	3	41
3	225	79
3	226	48
227	3	6
3	228	6
229	3	98
3	230	42
3	231	12
232	3	26
233	3	53
3	234	24
3	235	42
236	3	64
3	237	18
238	3	30
3	239	89
240	3	53
241	3	98
3	242	17
3	243	100
244	3	35
3	245	18
3	246	93
3	247	27
248	3	97
3	249	87
3	250	95
3	251	63
3	252	79
253	3	68
3	254	14
255	3	32
256	3	3
257	3	57
258	3	58
259	3	63
260	3	23
3	261	37
3	262	31
3	263	77
264	3	44
3	265	3
3	266	47
267	3	60
3	268	11
3	269	13
270	3	26
3	271	13
3	272	89
3	273	65
274	3	62
3	275	66
276	3	21
3	277	66
3	278	7
3	279	61
280	3	21
3	281	77
282	3	83
3	283	16
284	3	49
3	285	83
286	3	14
287	3	39
288	3	52
3	289	19
290	3	60
291	3	47
3	292	39
293	3	87
3	294	63
295	3	17
296	3	12
297	3	16
3	298	19
3	299	30
5	4	2
4	6	42
7	4	83
8	4	100
9	4	85
10	4	17
4	11	46
4	12	42
4	13	65
4	14	53
15	4	47
4	16	80
17	4	87
4	18	87
19	4	13
4	20	22
4	21	84
22	4	33
4	23	98
4	24	41
25	4	29
4	26	82
27	4	29
28	4	30
29	4	54
4	30	26
31	4	73
4	32	65
33	4	17
34	4	61
35	4	48
36	4	1
4	37	38
4	38	70
39	4	25
4	40	35
4	41	85
42	4	82
4	43	86
44	4	65
4	45	12
4	46	77
4	47	69
48	4	28
49	4	70
50	4	80
51	4	88
4	52	12
53	4	51
54	4	52
55	4	27
4	56	83
57	4	46
58	4	87
59	4	57
4	60	83
4	61	91
62	4	100
4	63	2
64	4	76
65	4	57
66	4	65
4	67	63
68	4	93
4	69	15
70	4	99
71	4	79
4	72	86
73	4	9
4	74	80
75	4	89
76	4	38
77	4	70
4	78	72
4	79	30
80	4	99
81	4	92
4	82	44
83	4	29
4	84	55
85	4	76
86	4	17
4	87	95
88	4	20
4	89	98
90	4	96
4	91	29
4	92	10
4	93	7
4	94	67
95	4	24
4	96	48
97	4	74
98	4	7
99	4	79
4	100	53
101	4	56
102	4	10
103	4	45
4	104	36
105	4	88
106	4	55
4	107	11
4	108	34
109	4	38
4	110	16
4	111	57
112	4	66
113	4	15
4	114	24
4	115	43
116	4	50
4	117	13
118	4	77
4	119	5
4	120	65
4	121	91
122	4	35
123	4	76
124	4	80
125	4	18
4	126	22
4	127	53
4	128	97
129	4	21
4	130	97
131	4	97
4	132	29
133	4	83
4	134	56
135	4	55
4	136	53
4	137	4
138	4	7
139	4	29
140	4	20
141	4	50
4	142	92
143	4	82
144	4	87
145	4	84
4	146	22
147	4	26
4	148	94
4	149	78
150	4	54
151	4	90
152	4	5
4	153	39
4	154	47
4	155	54
4	156	97
157	4	100
4	158	5
4	159	73
160	4	24
161	4	98
162	4	66
4	163	40
4	164	38
165	4	6
166	4	27
4	167	14
4	168	51
4	169	75
4	170	61
171	4	74
4	172	66
173	4	60
174	4	56
4	175	73
176	4	70
177	4	19
4	178	31
179	4	26
180	4	18
4	181	85
182	4	46
4	183	56
4	184	81
185	4	39
186	4	68
4	187	35
4	188	61
4	189	93
190	4	92
191	4	34
4	192	41
193	4	81
4	194	33
195	4	80
4	196	24
197	4	2
4	198	29
199	4	96
4	200	91
201	4	70
202	4	31
203	4	30
4	204	69
205	4	57
4	206	75
4	207	99
4	208	3
4	209	51
4	210	35
211	4	12
4	212	83
4	213	69
214	4	56
4	215	46
4	216	81
4	217	30
4	218	93
219	4	48
220	4	2
4	221	96
222	4	34
4	223	58
224	4	79
4	225	89
226	4	48
4	227	13
4	228	98
229	4	7
4	230	33
231	4	12
4	232	24
233	4	100
4	234	22
4	235	33
236	4	31
237	4	21
4	238	55
4	239	35
4	240	89
4	241	94
242	4	75
243	4	3
244	4	53
4	245	33
246	4	63
4	247	72
248	4	76
4	249	62
4	250	40
4	251	4
252	4	23
253	4	71
254	4	93
4	255	72
4	256	15
4	257	59
258	4	10
4	259	20
4	260	41
261	4	85
4	262	54
4	263	7
4	264	75
265	4	23
4	266	67
267	4	8
268	4	48
269	4	28
270	4	7
271	4	89
272	4	80
4	273	34
4	274	81
4	275	39
276	4	51
4	277	70
4	278	53
279	4	15
4	280	18
281	4	98
4	282	84
283	4	72
284	4	18
285	4	76
286	4	100
4	287	69
4	288	12
4	289	68
290	4	15
4	291	100
292	4	61
293	4	28
4	294	50
295	4	67
4	296	91
4	297	5
4	298	48
299	4	62
6	5	19
5	7	81
8	5	19
9	5	10
5	10	49
11	5	4
12	5	11
13	5	17
5	14	74
15	5	40
16	5	53
17	5	94
18	5	76
5	19	45
5	20	89
21	5	3
22	5	51
5	23	60
5	24	32
25	5	16
26	5	79
27	5	1
5	28	79
5	29	41
5	30	65
5	31	59
32	5	84
33	5	75
5	34	62
5	35	27
5	36	15
37	5	60
38	5	5
39	5	14
40	5	20
41	5	13
5	42	44
5	43	84
44	5	75
45	5	48
5	46	77
47	5	59
48	5	27
49	5	62
5	50	2
5	51	88
5	52	47
53	5	69
54	5	88
5	55	2
56	5	99
5	57	45
58	5	75
5	59	97
60	5	10
61	5	84
62	5	29
5	63	91
5	64	24
65	5	24
5	66	64
5	67	13
68	5	98
69	5	16
70	5	2
5	71	85
5	72	76
5	73	19
74	5	32
5	75	97
76	5	47
5	77	32
5	78	53
5	79	6
5	80	51
5	81	77
5	82	28
83	5	91
84	5	71
5	85	98
86	5	18
5	87	80
5	88	58
5	89	29
90	5	41
5	91	67
5	92	8
93	5	88
5	94	94
5	95	4
5	96	50
5	97	37
98	5	23
5	99	67
5	100	59
5	101	69
5	102	37
5	103	83
104	5	28
105	5	14
106	5	30
107	5	9
108	5	50
5	109	90
110	5	89
111	5	91
5	112	73
113	5	69
114	5	68
5	115	29
5	116	63
117	5	67
5	118	4
5	119	92
5	120	73
121	5	74
122	5	1
123	5	98
124	5	62
125	5	33
126	5	32
5	127	34
128	5	46
5	129	78
5	130	44
5	131	33
132	5	13
133	5	4
5	134	70
135	5	91
5	136	28
137	5	60
5	138	69
5	139	34
5	140	3
141	5	61
142	5	42
5	143	48
5	144	81
5	145	66
146	5	57
147	5	20
148	5	52
5	149	43
150	5	71
151	5	71
152	5	45
5	153	59
154	5	94
5	155	95
156	5	50
157	5	84
158	5	78
159	5	16
160	5	72
5	161	79
5	162	49
5	163	38
164	5	100
165	5	31
166	5	26
167	5	87
168	5	65
169	5	84
5	170	94
5	171	29
5	172	84
173	5	37
5	174	100
175	5	10
176	5	39
177	5	2
178	5	5
5	179	30
180	5	58
5	181	10
5	182	78
5	183	9
5	184	52
5	185	29
5	186	8
187	5	38
188	5	45
5	189	96
190	5	41
191	5	44
192	5	60
5	193	41
194	5	78
5	195	87
5	196	52
197	5	13
5	198	61
5	199	77
5	200	69
5	201	19
5	202	36
203	5	30
5	204	24
205	5	99
206	5	14
5	207	33
5	208	15
5	209	15
5	210	8
211	5	68
212	5	58
5	213	41
214	5	47
215	5	58
5	216	11
5	217	2
218	5	81
219	5	15
220	5	40
221	5	73
222	5	52
5	223	40
5	224	51
5	225	71
226	5	83
5	227	92
228	5	20
5	229	30
5	230	34
5	231	62
232	5	78
5	233	100
234	5	40
5	235	85
236	5	11
5	237	46
5	238	4
239	5	73
5	240	53
241	5	44
5	242	12
243	5	54
5	244	82
245	5	27
5	246	34
5	247	34
248	5	47
249	5	65
5	250	62
5	251	66
5	252	21
253	5	8
254	5	48
255	5	57
256	5	91
257	5	42
258	5	98
5	259	49
260	5	54
261	5	50
262	5	66
263	5	70
5	264	38
5	265	31
266	5	34
267	5	49
268	5	61
5	269	94
270	5	87
271	5	9
272	5	74
273	5	66
274	5	10
5	275	88
5	276	56
277	5	44
5	278	96
5	279	12
5	280	59
5	281	6
282	5	58
283	5	2
284	5	98
285	5	11
286	5	29
5	287	7
5	288	69
289	5	32
5	290	78
291	5	94
5	292	21
5	293	62
294	5	44
295	5	93
296	5	35
297	5	21
5	298	25
5	299	28
7	6	78
6	8	51
6	9	47
10	6	86
11	6	100
6	12	28
13	6	77
14	6	45
15	6	62
6	16	93
17	6	85
18	6	97
6	19	86
6	20	54
6	21	83
6	22	17
6	23	1
6	24	17
6	25	62
6	26	62
27	6	82
6	28	91
29	6	21
30	6	42
31	6	14
6	32	74
6	33	89
34	6	15
6	35	28
6	36	81
6	37	6
38	6	36
6	39	90
6	40	74
6	41	99
42	6	76
43	6	65
44	6	78
6	45	38
46	6	83
6	47	70
6	48	89
49	6	88
6	50	89
51	6	42
52	6	36
53	6	69
6	54	81
6	55	24
56	6	75
6	57	43
58	6	25
6	59	64
6	60	3
6	61	44
62	6	90
6	63	51
6	64	44
6	65	53
66	6	47
67	6	84
6	68	91
6	69	84
6	70	66
6	71	49
6	72	42
6	73	92
6	74	11
6	75	39
6	76	68
77	6	36
6	78	32
6	79	11
80	6	36
81	6	90
82	6	48
6	83	82
6	84	52
6	85	1
86	6	42
6	87	46
6	88	59
89	6	5
6	90	61
91	6	93
6	92	86
93	6	10
6	94	43
6	95	73
96	6	22
97	6	19
6	98	35
99	6	77
6	100	3
101	6	16
6	102	22
103	6	100
6	104	20
6	105	38
6	106	19
6	107	40
108	6	23
109	6	57
6	110	5
6	111	69
6	112	58
6	113	74
114	6	30
6	115	98
116	6	71
117	6	75
6	118	94
6	119	38
6	120	24
6	121	44
122	6	95
6	123	51
6	124	66
6	125	67
6	126	14
6	127	44
6	128	7
129	6	39
130	6	13
131	6	90
132	6	70
133	6	41
134	6	19
135	6	73
136	6	59
6	137	84
138	6	55
6	139	86
140	6	66
6	141	41
142	6	58
6	143	23
144	6	100
6	145	57
6	146	50
147	6	93
6	148	64
149	6	70
150	6	76
151	6	98
6	152	50
6	153	55
6	154	44
155	6	32
156	6	3
157	6	81
158	6	38
159	6	21
6	160	20
6	161	31
6	162	78
6	163	11
6	164	15
6	165	44
6	166	19
167	6	29
168	6	27
6	169	6
170	6	37
171	6	7
172	6	94
6	173	41
174	6	58
175	6	75
176	6	57
177	6	23
6	178	21
179	6	45
6	180	7
181	6	15
182	6	35
6	183	9
184	6	66
185	6	99
186	6	91
6	187	67
188	6	59
6	189	26
6	190	50
191	6	50
6	192	100
6	193	4
194	6	21
6	195	4
6	196	66
6	197	64
6	198	60
199	6	81
200	6	52
201	6	17
6	202	75
203	6	38
204	6	37
205	6	61
6	206	19
6	207	48
6	208	14
209	6	83
210	6	84
211	6	1
6	212	13
6	213	21
6	214	100
215	6	51
6	216	91
217	6	36
6	218	79
219	6	28
220	6	4
221	6	98
6	222	37
6	223	69
224	6	39
225	6	77
226	6	100
227	6	37
228	6	52
6	229	55
230	6	59
231	6	35
232	6	75
6	233	57
6	234	78
6	235	55
236	6	98
6	237	52
6	238	95
239	6	58
6	240	37
241	6	85
6	242	4
6	243	54
244	6	60
6	245	49
6	246	79
6	247	56
6	248	94
249	6	89
6	250	79
251	6	94
6	252	5
6	253	74
254	6	60
6	255	4
6	256	85
6	257	59
258	6	61
6	259	22
6	260	40
6	261	46
262	6	76
6	263	21
6	264	27
265	6	37
6	266	14
267	6	42
6	268	46
6	269	83
6	270	91
6	271	45
6	272	53
6	273	74
274	6	80
275	6	34
6	276	71
6	277	74
278	6	20
6	279	84
6	280	65
281	6	86
282	6	88
283	6	87
284	6	35
285	6	78
6	286	95
287	6	73
288	6	3
6	289	65
290	6	81
6	291	11
6	292	99
6	293	91
6	294	86
6	295	58
296	6	92
6	297	30
6	298	10
299	6	55
7	8	59
9	7	69
7	10	19
7	11	6
12	7	35
13	7	30
14	7	3
7	15	78
16	7	95
7	17	53
18	7	18
7	19	16
7	20	14
21	7	48
7	22	2
7	23	34
24	7	37
25	7	85
26	7	62
27	7	87
28	7	12
29	7	37
7	30	32
7	31	29
7	32	35
33	7	54
7	34	7
7	35	57
36	7	7
37	7	8
38	7	28
39	7	26
7	40	44
41	7	43
7	42	71
7	43	95
44	7	13
45	7	60
46	7	56
47	7	34
7	48	26
7	49	61
50	7	83
51	7	90
52	7	72
53	7	99
54	7	9
7	55	3
7	56	91
57	7	51
7	58	88
59	7	77
60	7	52
61	7	83
7	62	14
7	63	42
64	7	90
7	65	18
7	66	33
67	7	20
68	7	27
7	69	9
7	70	50
7	71	27
72	7	17
7	73	84
7	74	82
7	75	89
7	76	2
7	77	41
78	7	20
7	79	87
80	7	23
81	7	20
7	82	29
83	7	3
84	7	88
7	85	58
86	7	25
87	7	38
88	7	77
7	89	50
90	7	19
7	91	33
7	92	80
93	7	17
94	7	86
95	7	23
7	96	43
97	7	12
7	98	73
99	7	6
7	100	28
7	101	72
102	7	93
7	103	38
7	104	94
7	105	25
7	106	1
107	7	92
108	7	38
7	109	49
110	7	39
7	111	31
112	7	50
113	7	67
7	114	57
7	115	11
7	116	97
7	117	82
7	118	61
7	119	88
7	120	16
7	121	67
7	122	73
123	7	38
124	7	43
125	7	40
126	7	74
7	127	53
7	128	43
7	129	16
7	130	79
131	7	95
132	7	6
7	133	99
7	134	65
135	7	79
7	136	64
7	137	78
7	138	21
7	139	97
7	140	74
141	7	22
142	7	81
143	7	67
144	7	76
7	145	56
7	146	71
7	147	91
148	7	55
149	7	54
7	150	90
7	151	75
7	152	95
153	7	9
154	7	15
7	155	60
156	7	37
157	7	62
7	158	60
159	7	86
160	7	9
7	161	25
162	7	47
7	163	63
7	164	78
7	165	27
166	7	1
7	167	10
7	168	83
169	7	2
7	170	44
7	171	18
7	172	21
173	7	67
174	7	46
175	7	36
7	176	68
7	177	59
7	178	26
179	7	9
180	7	39
181	7	59
7	182	48
7	183	64
184	7	6
7	185	26
7	186	89
7	187	31
188	7	15
189	7	55
7	190	57
191	7	52
7	192	61
193	7	47
194	7	20
195	7	38
7	196	79
7	197	55
7	198	35
7	199	32
200	7	9
201	7	42
7	202	54
203	7	65
7	204	71
205	7	90
7	206	25
207	7	89
208	7	67
7	209	24
7	210	20
211	7	95
7	212	76
7	213	17
7	214	63
7	215	28
7	216	78
7	217	18
7	218	83
219	7	67
220	7	48
7	221	23
7	222	5
7	223	85
7	224	24
225	7	11
226	7	84
7	227	76
228	7	30
229	7	84
7	230	93
231	7	87
232	7	40
7	233	57
234	7	45
235	7	100
236	7	73
7	237	60
238	7	39
239	7	45
7	240	15
241	7	53
7	242	59
7	243	95
7	244	82
245	7	7
246	7	59
7	247	77
7	248	74
7	249	38
250	7	28
7	251	48
7	252	92
253	7	68
7	254	39
7	255	63
7	256	93
7	257	25
7	258	69
259	7	89
260	7	6
261	7	13
262	7	96
7	263	24
264	7	7
265	7	56
