1000	249593
216	773
0	422	1
0	423	23
424	0	38
425	0	44
426	0	41
0	427	72
0	428	85
0	429	100
430	0	14
431	0	52
0	432	37
433	0	46
434	0	69
435	0	63
436	0	12
0	437	16
0	438	4
0	439	83
440	0	99
441	0	11
442	0	24
0	443	27
0	444	66
0	445	62
0	446	45
447	0	31
0	448	5
0	449	76
450	0	91
0	451	23
452	0	37
453	0	33
454	0	29
455	0	45
0	456	11
457	0	95
0	458	55
0	459	46
0	460	19
0	461	77
0	462	45
463	0	89
0	464	80
465	0	73
466	0	69
0	467	78
0	468	66
469	0	45
470	0	18
471	0	52
472	0	48
0	473	98
474	0	59
475	0	1
476	0	4
0	477	60
0	478	72
0	479	13
480	0	24
481	0	6
0	482	88
483	0	18
484	0	6
485	0	19
486	0	30
0	487	82
488	0	38
0	489	68
490	0	81
0	491	10
492	0	2
493	0	56
0	494	71
495	0	94
0	496	39
497	0	20
498	0	56
499	0	26
2	1	43
3	1	34
4	1	13
5	1	68
1	6	36
1	7	28
8	1	66
9	1	25
10	1	63
1	11	41
12	1	39
1	13	24
1	14	78
1	15	57
1	16	87
17	1	60
1	18	42
1	19	37
1	20	68
1	21	79
1	22	96
23	1	57
24	1	24
25	1	84
1	26	27
27	1	64
1	28	4
29	1	77
1	30	72
31	1	80
32	1	89
33	1	81
34	1	85
1	35	67
36	1	64
1	37	83
38	1	6
1	39	9
40	1	69
41	1	72
1	42	11
43	1	88
44	1	57
45	1	1
1	46	42
47	1	56
1	48	20
49	1	31
1	50	10
1	51	75
1	52	32
1	53	94
1	54	60
1	55	44
1	56	94
57	1	61
58	1	34
59	1	79
1	60	20
1	61	2
62	1	32
1	63	45
1	64	4
65	1	94
66	1	81
67	1	44
68	1	73
69	1	69
70	1	66
1	71	73
1	72	68
1	73	17
1	74	62
75	1	96
1	76	25
77	1	67
78	1	86
79	1	20
1	80	59
81	1	11
82	1	57
1	83	4
84	1	32
1	85	13
1	86	75
1	87	46
1	88	80
89	1	100
1	90	10
91	1	15
92	1	79
1	93	83
94	1	9
1	95	94
96	1	78
1	97	10
1	98	69
1	99	36
100	1	95
101	1	19
102	1	93
103	1	79
1	104	4
1	105	72
1	106	46
107	1	74
1	108	5
1	109	30
110	1	82
111	1	97
1	112	16
113	1	82
114	1	48
1	115	74
1	116	69
117	1	4
1	118	80
1	119	3
1	120	7
121	1	66
1	122	28
1	123	37
1	124	6
125	1	58
1	126	23
127	1	41
1	128	57
1	129	15
1	130	5
1	131	100
1	132	78
133	1	44
134	1	27
135	1	53
136	1	87
1	137	85
1	138	75
139	1	74
1	140	44
141	1	87
142	1	99
1	143	31
1	144	79
145	1	66
146	1	95
147	1	39
148	1	4
149	1	53
1	150	84
151	1	19
152	1	77
153	1	90
154	1	7
1	155	53
1	156	7
1	157	82
158	1	94
159	1	92
1	160	66
1	161	64
162	1	93
163	1	100
1	164	26
1	165	76
166	1	75
1	167	9
1	168	43
1	169	77
1	170	46
171	1	60
172	1	82
1	173	20
174	1	41
175	1	90
176	1	8
177	1	19
1	178	25
179	1	8
1	180	19
1	181	70
1	182	59
1	183	26
184	1	64
185	1	44
1	186	52
1	187	82
188	1	88
1	189	32
1	190	4
1	191	48
192	1	37
193	1	49
1	194	16
1	195	80
196	1	67
1	197	100
1	198	42
199	1	28
1	200	30
201	1	68
202	1	67
203	1	71
1	204	51
1	205	32
206	1	7
1	207	5
208	1	4
1	209	67
1	210	15
211	1	93
1	212	24
213	1	83
214	1	76
215	1	15
216	1	18
217	1	100
218	1	46
1	219	22
220	1	39
221	1	35
1	222	40
223	1	37
1	224	75
1	225	99
1	226	10
227	1	60
228	1	89
229	1	18
1	230	99
1	231	50
232	1	54
233	1	48
234	1	33
235	1	97
236	1	3
237	1	76
238	1	30
1	239	5
1	240	9
1	241	40
242	1	92
243	1	89
1	244	13
245	1	38
246	1	39
247	1	43
1	248	61
1	249	35
1	250	58
1	251	15
1	252	78
253	1	39
254	1	16
1	255	50
1	256	58
1	257	77
1	258	60
259	1	39
260	1	68
1	261	25
262	1	83
1	263	42
1	264	90
265	1	47
266	1	16
267	1	68
1	268	86
269	1	30
1	270	77
1	271	11
272	1	5
1	273	37
1	274	29
1	275	1
1	276	12
277	1	37
1	278	18
279	1	90
1	280	24
281	1	28
1	282	35
283	1	14
1	284	43
285	1	12
286	1	81
1	287	41
288	1	72
1	289	51
1	290	98
1	291	63
292	1	36
293	1	62
1	294	30
295	1	38
296	1	53
1	297	28
298	1	78
299	1	93
1	300	32
301	1	21
302	1	45
1	303	4
304	1	82
1	305	63
306	1	85
1	307	14
1	308	64
1	309	67
310	1	14
311	1	36
312	1	42
313	1	95
314	1	78
315	1	51
316	1	68
317	1	79
318	1	50
1	319	88
1	320	75
321	1	58
1	322	71
323	1	18
1	324	53
325	1	27
326	1	7
1	327	24
328	1	69
329	1	60
330	1	20
331	1	27
1	332	38
1	333	62
1	334	65
335	1	63
1	336	38
1	337	52
1	338	65
339	1	54
340	1	72
1	341	37
342	1	62
1	343	17
1	344	29
1	345	89
1	346	35
347	1	38
1	348	40
1	349	11
350	1	99
1	351	100
1	352	73
353	1	73
1	354	44
355	1	73
356	1	100
357	1	71
358	1	14
359	1	57
360	1	37
361	1	9
1	362	69
363	1	68
364	1	86
1	365	23
366	1	98
367	1	95
368	1	75
369	1	51
1	370	57
371	1	25
372	1	98
373	1	38
1	374	60
1	375	68
376	1	36
377	1	97
378	1	65
379	1	94
1	380	71
1	381	37
382	1	46
1	383	81
384	1	68
385	1	72
1	386	96
387	1	39
388	1	83
1	389	63
1	390	53
1	391	49
392	1	29
1	393	53
1	394	59
1	395	62
396	1	81
397	1	90
1	398	40
1	399	63
400	1	7
1	401	69
402	1	100
1	403	49
1	404	93
405	1	50
1	406	8
407	1	18
1	408	23
409	1	11
1	410	85
1	411	52
1	412	97
413	1	3
414	1	97
1	415	27
1	416	46
417	1	36
1	418	24
1	419	42
1	420	31
421	1	94
1	422	17
1	423	44
1	424	25
425	1	36
1	426	78
1	427	63
1	428	92
1	429	39
1	430	50
1	431	100
1	432	17
433	1	56
1	434	78
435	1	52
1	436	65
437	1	41
1	438	71
439	1	24
440	1	54
441	1	27
1	442	18
1	443	92
1	444	46
1	445	79
1	446	96
1	447	65
1	448	62
449	1	48
1	450	35
1	451	12
1	452	65
1	453	40
1	454	41
1	455	77
456	1	77
1	457	1
1	458	95
459	1	37
1	460	5
461	1	60
1	462	57
1	463	26
1	464	1
1	465	95
466	1	61
467	1	76
1	468	78
469	1	96
1	470	77
471	1	67
472	1	73
1	473	42
474	1	45
475	1	2
1	476	66
1	477	17
478	1	20
479	1	17
480	1	44
1	481	60
1	482	58
1	483	66
484	1	95
1	485	29
1	486	18
1	487	49
488	1	13
1	489	32
1	490	94
491	1	97
492	1	34
493	1	71
494	1	48
1	495	29
1	496	23
1	497	42
1	498	66
1	499	39
3	2	24
4	2	22
2	5	57
6	2	30
2	7	24
2	8	60
9	2	89
10	2	82
11	2	69
12	2	23
2	13	76
2	14	97
15	2	64
16	2	28
2	17	69
2	18	60
19	2	91
20	2	46
2	21	79
22	2	53
2	23	1
24	2	17
25	2	74
2	26	30
27	2	50
28	2	36
2	29	84
30	2	20
31	2	58
32	2	54
2	33	28
34	2	70
35	2	15
36	2	44
2	37	3
2	38	52
39	2	100
2	40	15
41	2	91
2	42	44
2	43	51
44	2	91
45	2	37
46	2	82
47	2	34
2	48	81
49	2	23
50	2	30
2	51	44
2	52	58
53	2	82
54	2	43
2	55	18
2	56	77
57	2	52
58	2	42
59	2	44
2	60	9
2	61	20
62	2	41
2	63	88
2	64	26
65	2	93
2	66	12
2	67	24
2	68	8
69	2	77
70	2	36
71	2	59
2	72	17
73	2	43
74	2	79
2	75	68
76	2	69
77	2	43
78	2	12
2	79	70
80	2	78
2	81	28
82	2	56
83	2	70
84	2	21
85	2	55
86	2	35
2	87	78
2	88	71
2	89	59
90	2	7
2	91	2
92	2	96
2	93	77
94	2	26
2	95	37
2	96	54
2	97	25
98	2	51
2	99	9
2	100	80
2	101	37
2	102	47
103	2	74
104	2	9
105	2	16
106	2	88
107	2	69
108	2	87
2	109	97
2	110	18
111	2	100
112	2	20
2	113	42
114	2	29
115	2	76
116	2	12
2	117	23
118	2	75
119	2	38
120	2	27
2	121	76
2	122	86
123	2	35
124	2	57
125	2	11
126	2	8
127	2	63
2	128	7
129	2	41
2	130	17
2	131	91
2	132	44
133	2	75
134	2	41
135	2	86
136	2	3
2	137	99
2	138	19
139	2	88
2	140	99
2	141	4
2	142	30
143	2	88
2	144	74
145	2	98
2	146	22
147	2	92
148	2	90
149	2	10
150	2	69
151	2	63
2	152	13
2	153	98
154	2	47
2	155	39
156	2	70
2	157	73
158	2	79
159	2	71
160	2	88
2	161	1
162	2	55
2	163	79
2	164	6
2	165	80
2	166	6
167	2	81
168	2	52
169	2	95
170	2	28
2	171	22
172	2	44
2	173	99
174	2	70
2	175	42
176	2	80
177	2	19
2	178	15
179	2	41
180	2	39
181	2	39
182	2	82
183	2	23
184	2	62
185	2	70
2	186	70
2	187	38
188	2	69
189	2	83
2	190	58
191	2	73
2	192	69
2	193	48
2	194	17
2	195	39
196	2	56
197	2	43
198	2	58
199	2	17
2	200	75
2	201	57
2	202	19
203	2	56
204	2	83
2	205	51
206	2	23
2	207	11
2	208	78
209	2	7
2	210	36
2	211	35
2	212	60
2	213	31
2	214	46
2	215	64
216	2	46
217	2	20
218	2	46
219	2	80
2	220	5
2	221	59
222	2	27
2	223	86
2	224	26
225	2	78
2	226	35
227	2	97
2	228	73
229	2	86
230	2	4
231	2	24
232	2	29
233	2	52
234	2	71
235	2	96
236	2	91
2	237	60
2	238	1
2	239	81
240	2	81
2	241	14
2	242	53
2	243	74
2	244	72
2	245	10
2	246	17
2	247	73
2	248	39
2	249	23
2	250	13
2	251	69
2	252	51
2	253	14
2	254	64
2	255	68
256	2	8
257	2	1
258	2	20
2	259	99
2	260	90
2	261	94
262	2	17
263	2	12
264	2	72
2	265	33
2	266	77
267	2	80
268	2	36
269	2	25
270	2	12
271	2	81
272	2	36
273	2	5
274	2	17
275	2	54
2	276	51
2	277	26
278	2	79
2	279	73
280	2	87
281	2	72
282	2	85
2	283	1
284	2	30
285	2	3
2	286	38
2	287	52
2	288	30
2	289	7
2	290	94
291	2	51
2	292	54
2	293	21
294	2	29
295	2	24
2	296	34
297	2	31
298	2	78
2	299	95
2	300	35
301	2	78
2	302	23
303	2	48
304	2	27
305	2	32
306	2	57
307	2	91
2	308	58
309	2	66
2	310	79
311	2	34
312	2	69
2	313	6
2	314	87
315	2	60
2	316	22
317	2	36
318	2	17
319	2	11
2	320	77
321	2	68
2	322	23
2	323	47
324	2	37
2	325	19
2	326	68
327	2	83
328	2	15
2	329	63
330	2	83
2	331	56
2	332	58
2	333	17
334	2	99
335	2	24
336	2	75
337	2	58
338	2	9
339	2	94
340	2	40
2	341	48
342	2	27
343	2	63
344	2	38
345	2	82
346	2	59
2	347	22
2	348	23
349	2	61
350	2	29
351	2	91
2	352	72
353	2	77
354	2	52
2	355	77
2	356	32
357	2	71
2	358	22
359	2	83
360	2	49
361	2	25
2	362	55
363	2	69
2	364	31
365	2	71
2	366	32
2	367	63
368	2	71
2	369	32
2	370	93
371	2	25
2	372	29
2	373	57
2	374	89
2	375	8
2	376	12
377	2	39
378	2	48
379	2	56
380	2	86
381	2	91
2	382	61
383	2	82
384	2	7
2	385	69
386	2	37
387	2	16
388	2	78
389	2	62
390	2	74
2	391	27
392	2	42
2	393	96
394	2	33
395	2	29
2	396	34
397	2	3
2	398	74
2	399	20
2	400	7
401	2	81
402	2	69
403	2	77
2	404	13
405	2	72
406	2	65
407	2	25
2	408	49
2	409	30
2	410	16
411	2	52
412	2	82
413	2	70
2	414	31
2	415	43
2	416	10
2	417	33
2	418	45
419	2	64
420	2	75
2	421	72
422	2	37
423	2	55
424	2	69
425	2	41
426	2	32
2	427	88
428	2	94
2	429	38
2	430	73
2	431	26
2	432	16
433	2	18
434	2	77
2	435	27
2	436	65
437	2	77
2	438	81
439	2	10
2	440	77
2	441	95
442	2	1
443	2	92
444	2	67
2	445	9
446	2	85
2	447	46
2	448	14
449	2	73
2	450	22
2	451	49
452	2	71
453	2	16
2	454	84
2	455	19
456	2	11
2	457	35
2	458	13
459	2	90
2	460	63
2	461	39
462	2	73
463	2	23
2	464	96
465	2	70
2	466	36
467	2	13
2	468	80
2	469	86
470	2	56
471	2	99
2	472	91
2	473	49
474	2	20
475	2	46
476	2	86
477	2	16
478	2	96
2	479	62
2	480	18
2	481	72
2	482	26
483	2	83
2	484	3
2	485	6
2	486	48
2	487	43
488	2	79
2	489	39
490	2	16
491	2	35
2	492	45
2	493	28
2	494	77
495	2	22
496	2	50
2	497	14
498	2	7
2	499	97
4	3	35
5	3	77
3	6	73
3	7	4
8	3	91
9	3	60
10	3	1
3	11	80
3	12	2
3	13	1
3	14	32
15	3	13
16	3	62
3	17	67
3	18	90
19	3	42
20	3	62
21	3	24
3	22	60
3	23	23
24	3	25
3	25	28
26	3	25
3	27	83
3	28	97
3	29	33
30	3	50
3	31	11
3	32	51
33	3	10
3	34	34
3	35	62
36	3	28
37	3	62
3	38	9
3	39	9
40	3	13
3	41	13
3	42	83
43	3	44
44	3	31
45	3	37
46	3	88
47	3	54
48	3	87
49	3	37
3	50	30
3	51	54
52	3	20
3	53	11
3	54	11
3	55	100
3	56	6
3	57	27
58	3	99
59	3	82
3	60	94
3	61	75
62	3	20
63	3	18
3	64	9
3	65	29
66	3	33
3	67	83
68	3	49
3	69	86
70	3	68
71	3	74
72	3	30
3	73	8
3	74	52
3	75	84
76	3	78
3	77	31
3	78	57
3	79	17
80	3	4
81	3	51
82	3	70
83	3	75
84	3	10
3	85	45
86	3	52
87	3	84
3	88	8
3	89	76
3	90	84
91	3	4
92	3	68
3	93	10
3	94	75
95	3	79
96	3	35
97	3	63
98	3	35
3	99	62
100	3	34
3	101	25
102	3	18
3	103	64
3	104	17
3	105	25
3	106	2
3	107	35
108	3	30
109	3	53
3	110	92
111	3	74
3	112	25
3	113	89
114	3	45
115	3	50
3	116	11
3	117	70
3	118	64
119	3	96
3	120	29
121	3	98
3	122	26
3	123	46
3	124	99
125	3	93
3	126	99
127	3	34
3	128	14
3	129	86
130	3	86
3	131	54
3	132	41
3	133	18
3	134	18
3	135	85
3	136	86
137	3	26
138	3	42
3	139	89
3	140	99
141	3	75
3	142	7
143	3	6
144	3	3
145	3	14
3	146	4
3	147	45
148	3	59
3	149	26
150	3	23
151	3	29
3	152	33
153	3	97
3	154	58
155	3	62
3	156	60
3	157	45
158	3	3
3	159	67
160	3	60
3	161	48
3	162	100
163	3	75
164	3	84
3	165	9
3	166	26
167	3	86
3	168	54
3	169	26
170	3	24
3	171	25
172	3	46
173	3	34
3	174	75
175	3	95
176	3	57
3	177	38
3	178	8
179	3	21
3	180	11
3	181	52
3	182	65
3	183	17
3	184	51
3	185	95
3	186	88
3	187	30
3	188	71
3	189	85
190	3	92
3	191	35
192	3	99
3	193	89
194	3	14
195	3	93
196	3	27
3	197	72
198	3	24
3	199	20
3	200	3
3	201	19
202	3	12
3	203	21
3	204	54
205	3	98
3	206	35
207	3	38
208	3	43
209	3	90
3	210	22
3	211	63
3	212	6
3	213	56
3	214	22
3	215	70
3	216	19
3	217	25
3	218	99
3	219	52
220	3	74
3	221	30
3	222	70
223	3	36
3	224	55
3	225	94
3	226	68
3	227	40
228	3	20
3	229	8
230	3	93
3	231	17
232	3	24
233	3	49
234	3	45
235	3	40
3	236	91
237	3	34
238	3	85
239	3	3
3	240	90
241	3	14
3	242	1
3	243	41
3	244	72
245	3	75
3	246	85
3	247	34
3	248	13
3	249	42
3	250	25
3	251	86
3	252	99
253	3	64
3	254	97
3	255	39
256	3	55
3	257	98
258	3	17
3	259	100
260	3	37
261	3	92
3	262	73
263	3	11
264	3	74
265	3	41
266	3	81
3	267	34
3	268	13
3	269	43
3	270	51
271	3	99
3	272	24
3	273	33
3	274	36
3	275	25
276	3	58
277	3	81
3	278	11
279	3	67
280	3	42
281	3	44
3	282	8
3	283	82
3	284	93
3	285	38
3	286	65
3	287	61
288	3	63
289	3	50
290	3	95
3	291	17
3	292	65
3	293	26
3	294	63
3	295	81
296	3	15
3	297	39
298	3	14
3	299	16
300	3	29
3	301	24
302	3	22
3	303	72
3	304	80
305	3	92
306	3	98
3	307	66
3	308	31
3	309	9
310	3	48
311	3	100
3	312	49
313	3	15
3	314	33
315	3	82
3	316	93
3	317	64
3	318	25
319	3	16
3	320	15
321	3	18
3	322	44
3	323	91
324	3	53
325	3	46
3	326	97
3	327	75
3	328	42
329	3	98
330	3	21
3	331	56
3	332	98
333	3	74
334	3	14
3	335	16
336	3	27
337	3	79
338	3	4
339	3	43
340	3	11
341	3	60
342	3	8
343	3	100
3	344	54
3	345	20
3	346	68
3	347	49
3	348	85
3	349	60
350	3	91
3	351	2
352	3	47
3	353	49
3	354	21
355	3	46
356	3	60
3	357	85
3	358	65
359	3	84
360	3	60
361	3	59
3	362	58
3	363	11
3	364	5
3	365	56
3	366	71
367	3	57
3	368	3
369	3	68
3	370	50
371	3	62
372	3	7
373	3	37
3	374	27
3	375	49
376	3	6
3	377	7
378	3	21
379	3	70
380	3	12
3	381	35
3	382	5
3	383	49
3	384	68
3	385	8
386	3	26
3	387	66
388	3	6
389	3	79
3	390	84
3	391	74
392	3	67
3	393	78
3	394	88
3	395	1
3	396	81
397	3	35
3	398	32
399	3	69
3	400	51
401	3	46
3	402	8
403	3	82
3	404	9
3	405	37
3	406	8
3	407	30
3	408	96
3	409	39
410	3	47
3	411	27
3	412	99
3	413	72
414	3	36
415	3	35
3	416	54
3	417	38
418	3	71
3	419	88
3	420	60
421	3	59
3	422	38
423	3	84
3	424	10
3	425	90
3	426	25
427	3	31
428	3	82
429	3	3
430	3	30
431	3	63
3	432	83
433	3	19
434	3	62
3	435	87
436	3	68
3	437	28
438	3	76
439	3	71
3	440	48
441	3	61
442	3	80
3	443	87
3	444	64
445	3	76
3	446	47
3	447	39
448	3	83
449	3	72
3	450	79
451	3	42
452	3	44
453	3	90
3	454	3
455	3	94
456	3	26
457	3	83
458	3	55
3	459	35
3	460	48
3	461	55
462	3	62
463	3	90
464	3	80
465	3	72
3	466	39
3	467	53
3	468	81
469	3	5
470	3	59
3	471	36
3	472	23
3	473	100
3	474	30
3	475	46
3	476	70
477	3	30
3	478	36
479	3	53
3	480	41
481	3	17
3	482	52
483	3	50
484	3	5
485	3	3
486	3	46
487	3	56
3	488	33
3	489	26
490	3	11
491	3	67
492	3	8
3	493	84
3	494	49
495	3	44
496	3	61
3	497	40
3	498	16
3	499	44
4	5	34
6	4	32
4	7	37
4	8	33
9	4	19
4	10	33
4	11	86
12	4	52
13	4	73
4	14	4
4	15	85
16	4	4
4	17	15
4	18	34
4	19	36
4	20	54
21	4	68
22	4	59
4	23	68
24	4	66
4	25	10
26	4	71
4	27	41
28	4	5
29	4	5
4	30	81
31	4	78
32	4	92
33	4	47
34	4	40
35	4	77
36	4	84
4	37	34
4	38	38
4	39	26
4	40	78
41	4	7
4	42	19
43	4	83
4	44	81
4	45	14
46	4	42
4	47	11
48	4	98
4	49	26
4	50	67
4	51	88
4	52	24
53	4	51
54	4	21
55	4	98
4	56	25
57	4	13
4	58	17
4	59	64
60	4	55
61	4	43
4	62	35
4	63	96
4	64	42
65	4	28
66	4	7
4	67	18
68	4	53
69	4	73
4	70	87
4	71	98
4	72	92
73	4	88
74	4	67
4	75	99
76	4	65
77	4	52
4	78	17
79	4	26
80	4	78
81	4	33
4	82	71
4	83	12
84	4	51
4	85	89
4	86	50
87	4	53
4	88	39
4	89	31
4	90	13
91	4	18
92	4	44
4	93	39
4	94	5
4	95	74
96	4	6
4	97	66
4	98	22
99	4	83
100	4	55
4	101	32
102	4	34
4	103	24
104	4	69
105	4	4
4	106	1
4	107	24
4	108	61
109	4	31
4	110	69
111	4	2
4	112	64
4	113	32
4	114	19
4	115	19
4	116	50
117	4	38
4	118	38
4	119	20
4	120	61
4	121	55
4	122	90
4	123	13
4	124	55
125	4	68
126	4	44
4	127	85
128	4	8
4	129	25
130	4	16
4	131	55
4	132	87
133	4	6
134	4	8
135	4	65
4	136	46
4	137	98
4	138	56
139	4	27
4	140	47
4	141	88
142	4	33
4	143	3
144	4	80
4	145	23
4	146	2
4	147	71
4	148	31
149	4	75
150	4	44
4	151	42
152	4	80
153	4	13
4	154	29
155	4	42
4	156	98
157	4	54
158	4	76
4	159	57
4	160	44
4	161	71
4	162	70
163	4	68
4	164	31
165	4	83
4	166	100
4	167	49
168	4	36
4	169	18
170	4	24
4	171	88
4	172	60
173	4	74
174	4	82
4	175	60
4	176	27
177	4	7
178	4	57
4	179	2
4	180	89
181	4	59
4	182	93
183	4	90
184	4	58
4	185	6
4	186	25
4	187	73
4	188	72
189	4	45
4	190	16
4	191	18
4	192	51
193	4	42
194	4	12
4	195	96
4	196	32
4	197	68
4	198	99
4	199	28
200	4	53
4	201	49
202	4	74
203	4	31
4	204	65
4	205	93
206	4	51
207	4	26
4	208	11
4	209	23
4	210	3
4	211	29
4	212	80
4	213	6
214	4	72
215	4	1
216	4	68
217	4	100
218	4	23
4	219	18
220	4	33
221	4	6
222	4	52
4	223	20
4	224	39
225	4	45
226	4	53
227	4	92
4	228	55
4	229	84
230	4	97
4	231	49
4	232	91
233	4	74
234	4	94
4	235	92
236	4	76
4	237	5
238	4	41
239	4	89
4	240	45
4	241	12
242	4	77
4	243	44
244	4	16
245	4	17
246	4	6
4	247	35
4	248	55
249	4	70
250	4	19
251	4	4
252	4	29
4	253	89
4	254	70
4	255	10
256	4	57
257	4	21
4	258	54
259	4	92
260	4	26
4	261	43
4	262	45
4	263	58
264	4	80
4	265	54
266	4	16
267	4	18
4	268	39
4	269	23
4	270	20
4	271	25
4	272	54
4	273	52
4	274	62
4	275	18
276	4	97
4	277	47
278	4	14
4	279	84
4	280	6
4	281	53
4	282	20
4	283	1
284	4	64
285	4	32
4	286	15
287	4	34
288	4	34
289	4	53
4	290	90
4	291	35
4	292	91
293	4	10
4	294	68
295	4	57
296	4	62
4	297	43
298	4	58
4	299	71
300	4	84
4	301	78
4	302	87
303	4	10
304	4	96
305	4	25
4	306	95
307	4	69
308	4	87
4	309	36
4	310	85
4	311	32
4	312	44
313	4	63
4	314	19
4	315	23
4	316	66
317	4	61
318	4	42
319	4	62
320	4	100
4	321	53
322	4	54
323	4	46
324	4	57
325	4	36
4	326	81
4	327	47
4	328	48
329	4	7
4	330	87
331	4	17
332	4	37
333	4	23
334	4	6
4	335	79
336	4	76
4	337	83
338	4	56
339	4	55
4	340	66
4	341	12
4	342	2
4	343	58
344	4	7
