800	79882
152	202
0	197	5
198	0	72
199	0	79
1	2	62
1	3	85
1	4	12
1	5	98
1	6	89
7	1	19
1	8	69
1	9	57
10	1	81
11	1	1
1	12	96
1	13	97
1	14	77
1	15	80
1	16	67
17	1	39
18	1	95
19	1	84
1	20	91
21	1	47
1	22	4
1	23	43
1	24	11
1	25	100
1	26	63
27	1	5
28	1	63
29	1	6
30	1	29
1	31	72
1	32	47
1	33	61
1	34	1
35	1	5
1	36	96
37	1	54
38	1	78
1	39	67
40	1	96
1	41	12
42	1	37
1	43	30
1	44	79
1	45	5
46	1	93
1	47	99
48	1	39
1	49	53
50	1	57
51	1	86
52	1	8
53	1	90
54	1	90
55	1	89
56	1	56
1	57	9
58	1	73
59	1	100
1	60	6
61	1	97
1	62	61
63	1	44
64	1	36
1	65	5
1	66	92
67	1	100
1	68	91
69	1	39
70	1	99
71	1	25
72	1	97
73	1	62
1	74	92
75	1	61
76	1	1
77	1	28
78	1	80
79	1	99
1	80	59
81	1	33
82	1	68
83	1	88
1	84	100
1	85	31
86	1	91
1	87	78
1	88	64
1	89	30
90	1	69
1	91	48
1	92	11
93	1	98
94	1	35
95	1	25
96	1	34
1	97	11
1	98	72
1	99	7
1	100	38
101	1	17
102	1	11
1	103	14
1	104	45
105	1	5
106	1	8
1	107	57
1	108	59
1	109	62
110	1	15
1	111	67
112	1	20
1	113	83
1	114	99
115	1	86
116	1	44
117	1	8
118	1	76
119	1	64
120	1	19
1	121	44
122	1	36
1	123	19
124	1	34
125	1	70
1	126	23
127	1	83
128	1	28
129	1	87
130	1	44
1	131	45
1	132	49
133	1	76
1	134	98
135	1	93
136	1	9
137	1	11
1	138	87
139	1	63
140	1	36
1	141	67
142	1	32
143	1	87
1	144	41
1	145	11
1	146	22
147	1	23
1	148	28
149	1	58
1	150	72
151	1	6
1	152	37
1	153	77
1	154	93
155	1	98
1	156	10
1	157	66
158	1	79
159	1	52
160	1	71
1	161	82
162	1	84
1	163	19
164	1	20
165	1	96
166	1	29
167	1	83
1	168	83
1	169	62
1	170	68
171	1	7
1	172	91
1	173	55
1	174	14
1	175	13
1	176	40
177	1	6
1	178	14
1	179	28
180	1	84
1	181	70
1	182	55
1	183	22
184	1	61
1	185	63
186	1	32
1	187	56
188	1	57
189	1	28
1	190	21
191	1	35
1	192	7
193	1	46
194	1	5
1	195	12
196	1	19
1	197	45
1	198	54
1	199	39
2	3	23
2	4	72
5	2	60
2	6	96
7	2	91
2	8	98
9	2	70
2	10	90
2	11	23
12	2	22
2	13	22
14	2	76
15	2	19
2	16	27
17	2	26
2	18	37
2	19	96
2	20	5
21	2	10
2	22	7
2	23	97
2	24	90
2	25	44
2	26	62
2	27	11
2	28	13
2	29	86
2	30	93
31	2	97
32	2	15
2	33	20
2	34	46
35	2	83
2	36	71
2	37	6
38	2	91
2	39	53
2	40	56
41	2	23
42	2	73
2	43	31
44	2	61
45	2	62
2	46	24
2	47	27
2	48	32
49	2	32
2	50	66
2	51	74
2	52	50
2	53	58
54	2	51
55	2	3
2	56	7
57	2	1
2	58	66
2	59	53
60	2	81
61	2	11
62	2	10
2	63	47
64	2	26
2	65	16
2	66	59
2	67	9
68	2	26
2	69	54
2	70	63
71	2	37
72	2	17
73	2	49
74	2	72
75	2	28
2	76	93
77	2	18
78	2	47
79	2	70
80	2	15
2	81	77
2	82	30
83	2	23
2	84	88
85	2	8
86	2	73
87	2	55
2	88	94
89	2	62
90	2	78
2	91	95
2	92	64
93	2	37
94	2	94
2	95	9
96	2	18
97	2	24
2	98	28
99	2	75
100	2	76
2	101	20
102	2	5
103	2	79
2	104	89
2	105	16
106	2	35
107	2	10
2	108	36
109	2	15
110	2	2
111	2	29
112	2	63
113	2	21
2	114	12
115	2	31
2	116	78
117	2	61
2	118	1
2	119	81
2	120	25
2	121	54
2	122	26
123	2	62
124	2	76
2	125	51
126	2	26
127	2	67
128	2	55
2	129	79
130	2	34
131	2	51
132	2	71
133	2	93
134	2	20
2	135	63
2	136	73
137	2	41
138	2	75
2	139	32
2	140	40
2	141	76
2	142	25
2	143	24
144	2	20
2	145	73
146	2	97
2	147	81
148	2	24
149	2	92
150	2	82
151	2	84
2	152	59
153	2	86
2	154	76
2	155	42
2	156	11
157	2	81
2	158	1
159	2	49
160	2	62
2	161	66
162	2	63
163	2	2
164	2	66
165	2	64
2	166	97
167	2	80
168	2	27
169	2	27
170	2	4
2	171	11
172	2	3
173	2	66
2	174	71
2	175	58
2	176	85
2	177	96
178	2	64
2	179	19
2	180	66
2	181	73
182	2	44
183	2	49
184	2	84
185	2	56
186	2	18
2	187	47
188	2	68
189	2	92
190	2	100
2	191	27
2	192	17
2	193	60
2	194	63
2	195	51
2	196	25
197	2	58
198	2	71
199	2	71
4	3	64
3	5	99
3	6	97
7	3	60
8	3	60
9	3	79
10	3	44
3	11	9
12	3	52
13	3	7
3	14	30
15	3	51
3	16	56
17	3	17
18	3	33
3	19	69
3	20	76
21	3	47
22	3	12
3	23	88
3	24	82
25	3	83
3	26	83
27	3	88
28	3	90
29	3	53
30	3	45
31	3	56
32	3	16
33	3	37
3	34	95
3	35	20
3	36	25
37	3	67
38	3	30
39	3	84
3	40	19
3	41	53
3	42	62
3	43	35
3	44	68
45	3	41
46	3	39
47	3	46
48	3	82
49	3	39
3	50	75
3	51	17
3	52	3
3	53	63
54	3	19
3	55	3
3	56	71
3	57	90
3	58	24
59	3	93
3	60	75
3	61	57
3	62	58
3	63	95
3	64	52
3	65	4
66	3	5
3	67	87
3	68	73
3	69	61
3	70	81
71	3	86
72	3	31
73	3	60
74	3	90
75	3	69
76	3	9
77	3	54
3	78	6
79	3	31
80	3	12
81	3	23
82	3	78
83	3	44
3	84	89
3	85	97
86	3	62
87	3	22
3	88	86
89	3	53
3	90	86
3	91	18
3	92	58
93	3	5
94	3	46
3	95	81
3	96	83
3	97	92
98	3	48
99	3	12
100	3	59
101	3	33
102	3	55
103	3	61
104	3	86
105	3	38
3	106	83
107	3	95
108	3	36
3	109	90
3	110	40
111	3	100
112	3	82
3	113	57
114	3	35
115	3	45
3	116	50
117	3	88
118	3	67
3	119	74
120	3	55
121	3	81
3	122	39
123	3	47
3	124	82
125	3	84
126	3	52
127	3	18
128	3	34
3	129	43
3	130	25
131	3	46
132	3	61
133	3	49
3	134	91
3	135	68
136	3	51
137	3	33
138	3	35
139	3	1
140	3	3
3	141	78
142	3	84
3	143	3
3	144	5
3	145	66
146	3	17
147	3	27
3	148	58
3	149	68
150	3	51
151	3	47
152	3	14
153	3	53
3	154	8
3	155	11
3	156	10
157	3	98
3	158	52
159	3	6
3	160	73
161	3	63
3	162	51
163	3	87
3	164	82
165	3	3
166	3	63
167	3	92
3	168	31
169	3	93
3	170	62
171	3	90
3	172	55
173	3	65
174	3	83
175	3	21
3	176	67
3	177	41
3	178	50
3	179	7
180	3	46
181	3	86
3	182	40
183	3	24
3	184	71
3	185	18
186	3	32
187	3	88
3	188	68
3	189	40
3	190	23
3	191	5
3	192	5
193	3	67
3	194	55
195	3	73
3	196	45
197	3	34
198	3	39
3	199	81
4	5	68
6	4	32
4	7	61
8	4	79
4	9	96
4	10	87
11	4	76
4	12	30
4	13	29
14	4	83
4	15	35
4	16	17
4	17	64
18	4	45
19	4	86
4	20	83
21	4	11
4	22	95
23	4	100
4	24	60
25	4	71
26	4	21
4	27	5
4	28	6
29	4	44
30	4	68
4	31	17
4	32	57
4	33	68
4	34	75
35	4	24
36	4	11
37	4	87
38	4	40
4	39	12
40	4	93
4	41	83
42	4	33
43	4	4
44	4	66
45	4	92
4	46	23
47	4	94
4	48	65
49	4	57
50	4	1
51	4	9
4	52	98
53	4	88
4	54	72
4	55	79
56	4	96
4	57	87
58	4	73
59	4	37
60	4	58
4	61	80
62	4	20
4	63	64
4	64	2
65	4	90
4	66	5
67	4	86
4	68	18
4	69	12
70	4	40
71	4	74
4	72	1
73	4	34
74	4	10
4	75	7
4	76	61
77	4	62
4	78	65
4	79	63
4	80	35
81	4	30
4	82	94
83	4	59
4	84	70
85	4	67
86	4	73
87	4	58
88	4	4
4	89	48
90	4	81
91	4	60
92	4	41
4	93	71
4	94	42
95	4	8
4	96	86
4	97	75
4	98	60
99	4	60
100	4	33
4	101	11
4	102	57
103	4	91
4	104	54
105	4	23
106	4	14
4	107	56
108	4	6
109	4	57
4	110	81
111	4	62
4	112	58
113	4	37
114	4	89
4	115	87
4	116	59
117	4	20
4	118	95
4	119	37
4	120	39
4	121	70
122	4	16
4	123	41
4	124	95
125	4	91
4	126	95
127	4	74
4	128	59
129	4	43
4	130	97
4	131	79
132	4	86
133	4	29
4	134	22
4	135	25
4	136	11
137	4	80
4	138	58
139	4	87
140	4	58
4	141	100
142	4	16
4	143	21
4	144	12
145	4	100
146	4	1
147	4	11
148	4	93
149	4	28
4	150	33
151	4	99
152	4	67
4	153	33
4	154	34
4	155	21
4	156	88
4	157	78
4	158	38
159	4	6
4	160	86
4	161	75
162	4	22
4	163	74
4	164	27
4	165	44
4	166	67
167	4	13
4	168	43
169	4	63
170	4	76
4	171	6
4	172	65
4	173	86
4	174	81
4	175	27
4	176	15
4	177	90
4	178	63
179	4	76
180	4	19
181	4	73
4	182	91
183	4	76
184	4	98
4	185	1
186	4	48
187	4	68
4	188	51
4	189	86
190	4	35
191	4	91
192	4	79
4	193	69
4	194	66
195	4	78
4	196	41
4	197	82
4	198	60
4	199	82
6	5	35
7	5	15
8	5	91
9	5	10
5	10	71
5	11	53
5	12	24
13	5	10
5	14	99
15	5	70
16	5	98
17	5	65
18	5	22
19	5	17
20	5	38
21	5	85
5	22	89
23	5	35
24	5	21
25	5	81
5	26	41
27	5	38
5	28	55
29	5	38
30	5	90
5	31	22
5	32	74
5	33	86
5	34	39
35	5	73
5	36	10
37	5	38
38	5	15
5	39	40
40	5	40
5	41	38
42	5	16
43	5	80
44	5	34
5	45	50
46	5	10
5	47	30
5	48	78
49	5	90
50	5	74
51	5	95
52	5	81
53	5	90
5	54	40
5	55	81
5	56	69
5	57	28
5	58	46
5	59	34
5	60	32
5	61	2
62	5	19
5	63	82
5	64	16
65	5	95
5	66	95
5	67	87
68	5	56
69	5	1
5	70	87
5	71	97
72	5	53
73	5	20
74	5	31
75	5	51
5	76	98
77	5	45
78	5	67
5	79	49
80	5	67
81	5	97
82	5	79
83	5	46
84	5	64
85	5	2
86	5	95
87	5	12
5	88	96
5	89	75
5	90	78
5	91	10
92	5	76
5	93	20
5	94	9
95	5	26
5	96	11
97	5	33
5	98	39
5	99	3
5	100	11
5	101	76
102	5	71
103	5	40
5	104	41
105	5	88
5	106	14
5	107	58
5	108	40
5	109	72
110	5	69
5	111	63
112	5	78
5	113	96
114	5	69
115	5	88
116	5	68
117	5	18
118	5	77
119	5	25
120	5	59
121	5	87
5	122	81
123	5	14
5	124	31
125	5	12
5	126	49
5	127	48
128	5	35
5	129	27
5	130	36
131	5	73
132	5	90
133	5	83
134	5	26
135	5	76
136	5	5
137	5	75
5	138	19
139	5	37
5	140	56
5	141	94
5	142	29
5	143	32
144	5	78
5	145	31
146	5	36
147	5	40
148	5	8
149	5	82
150	5	24
151	5	6
152	5	1
153	5	95
5	154	90
155	5	66
156	5	8
5	157	81
5	158	7
159	5	74
160	5	81
5	161	70
162	5	42
5	163	88
5	164	45
5	165	89
5	166	29
167	5	37
168	5	63
169	5	9
170	5	99
171	5	92
172	5	11
173	5	52
5	174	35
5	175	40
5	176	87
177	5	11
5	178	67
5	179	2
5	180	72
5	181	17
5	182	78
183	5	1
184	5	19
185	5	60
5	186	7
187	5	26
188	5	23
5	189	43
190	5	27
191	5	14
192	5	28
5	193	53
194	5	41
5	195	86
5	196	96
197	5	47
198	5	64
5	199	79
7	6	58
8	6	85
9	6	65
10	6	39
11	6	40
12	6	41
13	6	55
14	6	95
15	6	46
6	16	75
6	17	11
18	6	42
19	6	80
20	6	35
6	21	100
6	22	76
23	6	27
6	24	45
25	6	90
6	26	30
6	27	64
28	6	100
6	29	65
30	6	6
31	6	44
6	32	33
6	33	81
34	6	70
35	6	68
36	6	88
6	37	95
6	38	51
6	39	79
6	40	100
41	6	59
6	42	66
43	6	80
44	6	67
6	45	100
6	46	29
6	47	14
48	6	33
6	49	12
50	6	39
6	51	29
6	52	93
6	53	90
54	6	25
6	55	27
6	56	44
57	6	28
6	58	87
59	6	52
60	6	65
6	61	88
62	6	45
6	63	50
6	64	33
65	6	69
66	6	24
6	67	56
6	68	29
69	6	30
70	6	87
71	6	72
6	72	13
73	6	51
6	74	38
75	6	38
76	6	54
6	77	28
6	78	99
6	79	39
80	6	54
6	81	42
6	82	12
83	6	78
84	6	31
6	85	63
6	86	63
87	6	11
88	6	49
6	89	36
6	90	11
91	6	14
6	92	73
93	6	78
6	94	46
95	6	17
96	6	42
6	97	6
98	6	68
6	99	88
6	100	34
6	101	88
102	6	84
6	103	4
104	6	81
6	105	2
106	6	53
6	107	26
108	6	7
109	6	73
110	6	51
6	111	86
6	112	12
113	6	69
6	114	18
115	6	60
116	6	4
6	117	13
6	118	30
119	6	85
6	120	85
6	121	28
122	6	27
6	123	78
6	124	34
6	125	89
126	6	87
6	127	37
128	6	48
129	6	92
6	130	66
6	131	69
6	132	82
133	6	35
134	6	94
6	135	59
6	136	31
137	6	40
6	138	92
6	139	88
6	140	82
6	141	16
142	6	54
143	6	74
6	144	43
145	6	84
6	146	90
6	147	77
6	148	17
6	149	6
6	150	57
151	6	11
152	6	12
153	6	6
6	154	100
155	6	76
6	156	80
157	6	26
6	158	67
6	159	59
6	160	70
6	161	83
162	6	23
163	6	97
164	6	37
6	165	45
166	6	94
167	6	42
168	6	20
6	169	17
6	170	4
6	171	45
6	172	82
173	6	81
6	174	5
175	6	75
6	176	83
6	177	80
178	6	4
179	6	36
6	180	89
6	181	59
6	182	34
6	183	73
6	184	17
185	6	8
186	6	64
6	187	9
188	6	88
6	189	100
6	190	42
191	6	45
192	6	24
193	6	3
6	194	13
6	195	51
6	196	76
197	6	39
198	6	14
6	199	12
7	8	3
9	7	49
10	7	15
11	7	80
7	12	28
7	13	71
7	14	54
7	15	49
7	16	98
17	7	73
7	18	72
7	19	42
7	20	57
21	7	100
7	22	4
23	7	1
24	7	89
7	25	28
7	26	69
7	27	85
28	7	18
29	7	73
30	7	92
7	31	50
7	32	100
33	7	63
34	7	21
7	35	36
36	7	59
7	37	49
7	38	48
39	7	45
7	40	2
41	7	43
7	42	23
7	43	85
44	7	19
45	7	100
46	7	79
7	47	9
48	7	59
7	49	11
50	7	83
51	7	9
7	52	73
53	7	64
54	7	3
7	55	21
56	7	52
7	57	54
58	7	29
59	7	74
7	60	81
7	61	79
7	62	21
63	7	11
7	64	43
65	7	76
7	66	40
67	7	2
7	68	29
7	69	86
70	7	42
71	7	41
7	72	70
7	73	72
7	74	35
7	75	53
7	76	40
7	77	26
78	7	10
79	7	18
80	7	96
7	81	98
7	82	99
7	83	16
7	84	36
85	7	69
7	86	92
7	87	5
88	7	88
7	89	76
7	90	42
7	91	58
7	92	33
93	7	99
7	94	93
95	7	54
96	7	72
97	7	78
7	98	68
7	99	28
100	7	11
101	7	71
7	102	70
103	7	49
7	104	61
105	7	68
106	7	62
107	7	11
108	7	91
109	7	54
7	110	41
7	111	29
7	112	42
113	7	5
114	7	90
115	7	15
116	7	94
7	117	9
7	118	21
119	7	79
120	7	52
7	121	36
122	7	39
7	123	48
7	124	84
7	125	61
126	7	24
127	7	90
128	7	65
7	129	37
130	7	47
7	131	71
7	132	44
7	133	73
134	7	59
135	7	9
7	136	27
7	137	27
138	7	94
7	139	28
140	7	87
7	141	32
7	142	83
143	7	13
144	7	92
7	145	62
7	146	98
147	7	95
7	148	48
7	149	21
7	150	31
151	7	25
152	7	30
153	7	12
154	7	96
7	155	97
156	7	55
157	7	1
7	158	27
7	159	52
160	7	70
7	161	13
162	7	55
7	163	50
7	164	53
7	165	34
166	7	29
7	167	7
7	168	51
7	169	1
170	7	26
7	171	70
172	7	92
7	173	20
7	174	75
175	7	94
7	176	78
177	7	27
178	7	9
179	7	11
180	7	78
181	7	25
7	182	54
183	7	78
184	7	3
7	185	38
186	7	92
187	7	23
188	7	53
7	189	3
190	7	32
191	7	54
192	7	68
193	7	93
7	194	46
195	7	57
196	7	42
7	197	42
7	198	91
7	199	25
8	9	82
10	8	9
11	8	58
8	12	11
13	8	20
14	8	89
15	8	15
16	8	84
17	8	30
8	18	85
8	19	45
8	20	23
8	21	11
22	8	81
8	23	79
8	24	23
8	25	86
26	8	79
8	27	17
28	8	52
8	29	32
8	30	26
31	8	32
8	32	2
8	33	35
34	8	31
35	8	51
8	36	88
37	8	98
38	8	35
8	39	79
8	40	22
41	8	4
42	8	97
43	8	34
44	8	58
45	8	64
8	46	57
8	47	86
8	48	80
8	49	6
50	8	19
51	8	40
8	52	63
53	8	96
8	54	28
55	8	52
8	56	66
57	8	64
8	58	94
8	59	70
60	8	12
8	61	60
62	8	43
63	8	76
8	64	56
8	65	82
8	66	37
8	67	69
8	68	76
8	69	58
70	8	91
71	8	20
8	72	83
8	73	64
8	74	35
75	8	2
8	76	24
8	77	70
8	78	50
79	8	100
80	8	65
8	81	66
8	82	71
8	83	33
8	84	96
8	85	25
86	8	20
8	87	11
88	8	2
8	89	48
8	90	37
91	8	51
92	8	62
8	93	90
94	8	70
95	8	34
96	8	23
97	8	85
8	98	52
99	8	78
8	100	88
101	8	5
102	8	32
8	103	94
104	8	10
105	8	74
106	8	60
8	107	54
8	108	24
8	109	98
110	8	41
111	8	25
112	8	43
8	113	3
8	114	79
8	115	4
116	8	94
8	117	41
8	118	51
119	8	82
8	120	76
121	8	19
8	122	58
8	123	73
8	124	70
8	125	58
8	126	35
8	127	4
128	8	67
8	129	86
130	8	76
8	131	29
132	8	28
133	8	76
8	134	28
8	135	73
8	136	61
8	137	48
8	138	67
8	139	22
8	140	74
141	8	24
142	8	13
8	143	17
144	8	39
8	145	8
146	8	8
8	147	5
8	148	27
8	149	68
8	150	30
151	8	19
152	8	54
8	153	20
8	154	98
8	155	18
8	156	40
8	157	79
8	158	46
159	8	5
160	8	40
161	8	58
8	162	40
8	163	10
164	8	37
165	8	86
8	166	92
167	8	58
168	8	44
8	169	27
8	170	82
8	171	42
172	8	62
8	173	71
8	174	64
8	175	61
8	176	96
8	177	39
8	178	86
179	8	64
8	180	5
8	181	83
182	8	8
183	8	28
184	8	55
8	185	64
186	8	97
8	187	15
8	188	77
189	8	86
8	190	86
8	191	80
8	192	42
8	193	8
194	8	2
8	195	89
196	8	94
8	197	68
8	198	83
199	8	99
9	10	54
11	9	26
9	12	55
13	9	63
14	9	81
9	15	47
9	16	32
17	9	59
9	18	74
19	9	81
20	9	1
21	9	85
22	9	75
9	23	74
9	24	51
25	9	11
26	9	83
27	9	59
28	9	87
9	29	60
30	9	24
9	31	26
32	9	85
9	33	99
34	9	66
9	35	74
9	36	80
37	9	2
9	38	79
39	9	1
9	40	3
9	41	77
9	42	7
43	9	18
9	44	67
9	45	35
46	9	22
9	47	41
9	48	3
9	49	44
9	50	94
51	9	60
52	9	69
9	53	8
9	54	85
55	9	48
56	9	65
57	9	23
9	58	67
59	9	80
9	60	63
9	61	30
62	9	25
63	9	32
64	9	49
9	65	53
66	9	20
67	9	92
68	9	55
69	9	29
70	9	9
71	9	18
9	72	66
73	9	92
74	9	39
75	9	78
9	76	94
77	9	19
9	78	86
79	9	25
9	80	7
81	9	36
9	82	55
9	83	28
9	84	69
85	9	17
86	9	88
87	9	26
9	88	8
9	89	12
90	9	50
91	9	35
9	92	15
9	93	3
94	9	96
9	95	47
96	9	99
9	97	58
9	98	66
99	9	35
9	100	71
9	101	90
102	9	71
103	9	63
9	104	65
9	105	5
9	106	3
107	9	12
9	108	72
9	109	16
110	9	68
9	111	18
9	112	16
9	113	12
9	114	13
115	9	37
9	116	6
117	9	36
118	9	3
9	119	43
9	120	6
121	9	50
122	9	28
123	9	66
124	9	93
9	125	33
126	9	22
9	127	100
128	9	30
9	129	54
9	130	54
131	9	3
132	9	95
133	9	14
9	134	53
9	135	31
136	9	72
137	9	30
9	138	42
139	9	60
9	140	1
141	9	68
142	9	76
9	143	25
9	144	52
9	145	42
146	9	45
9	147	37
148	9	16
9	149	62
9	150	59
151	9	20
152	9	72
153	9	65
154	9	90
9	155	74
156	9	42
9	157	50
9	158	27
159	9	3
160	9	52
161	9	5
9	162	19
9	163	31
9	164	29
165	9	99
9	166	52
9	167	99
168	9	67
169	9	45
9	170	16
9	171	95
9	172	4
9	173	25
174	9	46
9	175	61
9	176	13
9	177	84
9	178	45
179	9	15
9	180	27
181	9	33
182	9	14
183	9	57
9	184	93
185	9	9
186	9	71
9	187	66
9	188	70
9	189	24
9	190	97
191	9	79
192	9	51
9	193	31
9	194	50
9	195	52
9	196	63
9	197	90
9	198	94
199	9	58
11	10	45
12	10	44
13	10	73
14	10	53
10	15	38
16	10	74
10	17	23
18	10	95
10	19	73
10	20	20
21	10	64
22	10	85
23	10	63
24	10	94
25	10	66
26	10	5
27	10	3
28	10	26
10	29	63
30	10	80
31	10	12
10	32	30
10	33	98
10	34	73
35	10	25
10	36	12
37	10	54
38	10	97
39	10	86
40	10	100
10	41	82
10	42	85
10	43	12
44	10	53
10	45	82
46	10	69
47	10	51
10	48	46
49	10	54
50	10	11
10	51	86
52	10	60
53	10	67
10	54	96
55	10	43
56	10	66
10	57	19
58	10	64
59	10	44
60	10	84
10	61	42
10	62	48
10	63	98
10	64	51
65	10	93
66	10	8
67	10	83
68	10	16
10	69	27
70	10	67
10	71	50
72	10	87
73	10	81
74	10	35
10	75	82
76	10	15
10	77	30
78	10	80
79	10	55
80	10	79
81	10	51
10	82	72
10	83	17
84	10	99
10	85	44
10	86	95
87	10	81
88	10	8
89	10	7
90	10	48
10	91	73
10	92	39
10	93	73
94	10	7
95	10	18
96	10	13
10	97	15
98	10	89
99	10	80
10	100	35
10	101	49
10	102	21
103	10	63
10	104	81
10	105	33
10	106	49
107	10	84
10	108	65
10	109	90
10	110	85
10	111	54
10	112	84
10	113	71
10	114	94
10	115	77
116	10	61
117	10	70
10	118	94
119	10	51
120	10	19
10	121	40
122	10	54
10	123	90
124	10	8
10	125	8
126	10	57
10	127	93
10	128	47
10	129	34
130	10	39
10	131	15
10	132	22
10	133	57
10	134	92
135	10	64
136	10	53
10	137	13
10	138	83
139	10	58
10	140	33
10	141	21
142	10	53
10	143	15
10	144	13
145	10	33
10	146	38
147	10	20
10	148	21
10	149	37
150	10	75
151	10	58
10	152	77
10	153	26
154	10	29
155	10	39
156	10	29
10	157	13
10	158	97
159	10	3
10	160	25
161	10	92
10	162	63
10	163	31
164	10	15
10	165	2
166	10	8
10	167	55
168	10	14
10	169	97
170	10	4
10	171	87
172	10	70
173	10	71
174	10	80
175	10	100
10	176	58
177	10	29
10	178	52
179	10	80
10	180	53
10	181	62
182	10	12
183	10	29
184	10	61
185	10	79
186	10	34
187	10	79
10	188	32
10	189	14
10	190	92
10	191	92
192	10	59
10	193	65
194	10	13
195	10	18
10	196	48
197	10	28
10	198	60
10	199	30
11	12	50
13	11	38
11	14	68
11	15	69
16	11	84
17	11	40
18	11	65
19	11	99
20	11	19
21	11	87
11	22	95
11	23	66
11	24	48
11	25	76
11	26	17
27	11	62
28	11	62
11	29	49
30	11	80
31	11	43
11	32	3
33	11	54
11	34	5
35	11	95
36	11	5
37	11	100
38	11	92
39	11	42
40	11	75
41	11	60
11	42	9
11	43	14
44	11	88
45	11	83
46	11	76
47	11	42
48	11	39
11	49	81
50	11	36
11	51	97
52	11	4
11	53	40
54	11	44
11	55	2
56	11	58
11	57	36
58	11	63
11	59	7
11	60	42
11	61	23
62	11	61
63	11	12
64	11	88
65	11	61
11	66	33
67	11	14
68	11	23
69	11	45
70	11	16
11	71	79
72	11	42
11	73	45
11	74	46
11	75	90
11	76	60
77	11	57
11	78	12
11	79	59
11	80	59
11	81	65
82	11	58
83	11	5
11	84	93
11	85	55
11	86	27
87	11	56
11	88	24
89	11	44
11	90	61
91	11	50
92	11	40
11	93	58
94	11	17
11	95	8
96	11	53
97	11	52
11	98	3
99	11	39
11	100	13
11	101	20
11	102	54
11	103	91
104	11	19
105	11	83
11	106	28
107	11	72
11	108	42
109	11	14
11	110	43
111	11	84
11	112	24
113	11	21
114	11	23
11	115	33
116	11	42
11	117	5
118	11	15
119	11	72
120	11	44
121	11	98
122	11	49
11	123	97
11	124	64
125	11	45
11	126	41
11	127	35
11	128	92
11	129	30
130	11	76
131	11	59
132	11	52
133	11	50
11	134	54
135	11	41
136	11	36
137	11	95
11	138	46
11	139	34
11	140	46
11	141	84
142	11	50
11	143	57
144	11	7
11	145	23
11	146	26
11	147	15
148	11	48
11	149	61
11	150	32
11	151	41
11	152	7
153	11	9
11	154	100
11	155	56
11	156	2
11	157	12
158	11	5
11	159	7
160	11	88
11	161	16
11	162	80
11	163	57
11	164	54
165	11	58
166	11	47
11	167	76
168	11	40
169	11	20
170	11	21
171	11	14
11	172	96
11	173	98
174	11	33
175	11	65
176	11	66
11	177	41
178	11	92
11	179	48
11	180	77
181	11	67
11	182	19
183	11	96
11	184	61
185	11	10
11	186	84
187	11	61
11	188	78
11	189	27
190	11	32
11	191	82
192	11	80
193	11	52
194	11	38
11	195	47
11	196	12
11	197	40
11	198	14
11	199	21
12	13	43
12	14	50
12	15	73
12	16	74
17	12	88
12	18	21
19	12	3
12	20	5
