400	39890
100	343
3	10	93
11	3	68
3	12	35
3	13	86
14	3	94
3	15	29
16	3	28
3	17	6
3	18	60
3	19	83
3	20	71
3	21	77
3	22	46
3	23	67
24	3	8
25	3	61
3	26	39
3	27	58
3	28	75
3	29	85
3	30	78
31	3	28
3	32	59
33	3	16
3	34	55
35	3	31
3	36	95
37	3	5
3	38	21
39	3	67
3	40	90
41	3	66
42	3	33
43	3	90
3	44	92
3	45	59
3	46	31
3	47	52
48	3	76
3	49	45
3	50	90
3	51	80
3	52	59
53	3	22
3	54	53
55	3	40
56	3	53
57	3	29
58	3	11
3	59	88
60	3	63
61	3	14
62	3	26
63	3	4
3	64	9
3	65	88
66	3	32
67	3	6
68	3	82
3	69	75
70	3	3
3	71	39
72	3	36
3	73	9
3	74	39
75	3	89
3	76	8
77	3	75
3	78	32
3	79	11
80	3	82
3	81	42
82	3	44
83	3	91
84	3	77
85	3	90
3	86	54
3	87	82
88	3	27
3	89	55
90	3	77
3	91	17
92	3	94
3	93	99
94	3	3
3	95	68
3	96	86
97	3	96
3	98	53
99	3	32
3	100	26
3	101	23
3	102	87
3	103	5
3	104	24
105	3	8
106	3	55
3	107	24
108	3	8
109	3	38
110	3	91
111	3	5
3	112	43
3	113	18
3	114	63
3	115	73
116	3	41
3	117	80
3	118	43
3	119	14
120	3	85
121	3	9
122	3	81
123	3	11
3	124	21
125	3	84
3	126	46
127	3	30
128	3	17
129	3	74
3	130	47
131	3	16
132	3	15
133	3	40
134	3	66
3	135	12
136	3	91
137	3	67
138	3	69
139	3	23
3	140	32
141	3	30
3	142	23
143	3	91
144	3	51
145	3	88
146	3	61
3	147	49
3	148	14
149	3	39
3	150	71
3	151	43
3	152	84
3	153	65
154	3	15
155	3	29
3	156	4
3	157	20
3	158	49
159	3	56
3	160	63
161	3	87
162	3	80
3	163	66
164	3	58
3	165	95
166	3	84
3	167	25
168	3	75
3	169	56
170	3	37
171	3	18
3	172	35
173	3	41
3	174	99
3	175	43
3	176	29
177	3	66
178	3	31
179	3	83
180	3	13
181	3	24
182	3	14
183	3	61
184	3	44
185	3	17
3	186	7
187	3	76
3	188	26
189	3	72
3	190	65
191	3	66
192	3	11
193	3	95
3	194	34
3	195	98
3	196	7
197	3	100
198	3	82
199	3	31
5	4	80
4	6	33
7	4	27
4	8	14
9	4	22
10	4	76
4	11	21
12	4	91
13	4	70
4	14	22
15	4	70
4	16	7
17	4	30
4	18	71
19	4	35
20	4	81
21	4	52
4	22	57
4	23	61
4	24	19
25	4	47
4	26	85
4	27	71
28	4	62
4	29	22
30	4	82
4	31	23
4	32	29
4	33	1
34	4	15
35	4	50
4	36	70
4	37	10
38	4	24
4	39	12
40	4	46
41	4	13
4	42	84
4	43	76
44	4	51
4	45	29
4	46	57
47	4	48
48	4	22
49	4	12
50	4	60
4	51	28
4	52	34
53	4	24
54	4	75
4	55	54
4	56	66
57	4	81
58	4	8
4	59	65
4	60	6
61	4	52
62	4	64
63	4	41
64	4	78
65	4	93
4	66	8
4	67	9
4	68	99
69	4	63
70	4	11
4	71	38
72	4	58
73	4	42
4	74	22
4	75	40
4	76	53
77	4	63
78	4	35
4	79	11
80	4	68
81	4	51
4	82	82
4	83	72
4	84	72
4	85	50
4	86	49
87	4	36
4	88	94
4	89	85
4	90	44
91	4	73
92	4	74
93	4	52
94	4	84
4	95	18
4	96	2
4	97	82
98	4	26
99	4	36
4	100	97
101	4	42
102	4	75
4	103	30
104	4	27
4	105	64
4	106	97
107	4	17
4	108	23
109	4	59
4	110	80
4	111	77
4	112	83
113	4	92
114	4	42
4	115	3
4	116	35
117	4	39
118	4	93
4	119	32
4	120	14
4	121	5
4	122	68
4	123	41
124	4	28
4	125	79
4	126	79
4	127	28
4	128	59
4	129	21
130	4	94
4	131	62
132	4	64
133	4	13
134	4	87
135	4	81
4	136	100
137	4	77
4	138	23
4	139	35
4	140	100
141	4	70
142	4	8
143	4	40
144	4	13
145	4	27
4	146	21
147	4	86
4	148	16
149	4	14
150	4	41
151	4	11
152	4	10
153	4	29
154	4	35
155	4	43
156	4	90
4	157	52
4	158	17
159	4	18
160	4	47
161	4	41
4	162	52
4	163	78
4	164	48
4	165	41
4	166	85
167	4	93
168	4	30
4	169	98
170	4	30
4	171	43
4	172	45
173	4	15
174	4	34
4	175	35
176	4	41
177	4	27
4	178	9
179	4	71
4	180	90
181	4	85
4	182	94
4	183	75
184	4	34
4	185	1
186	4	46
4	187	74
188	4	27
4	189	56
190	4	22
4	191	75
4	192	66
193	4	60
194	4	80
4	195	98
196	4	26
197	4	89
198	4	99
199	4	12
6	5	3
7	5	90
8	5	56
5	9	15
10	5	5
11	5	79
12	5	32
13	5	34
14	5	48
15	5	85
16	5	46
5	17	67
5	18	90
19	5	32
5	20	47
21	5	74
22	5	43
5	23	8
5	24	45
5	25	85
5	26	32
27	5	74
28	5	86
5	29	93
5	30	82
5	31	71
5	32	38
5	33	61
34	5	17
5	35	21
5	36	86
5	37	52
5	38	9
5	39	33
5	40	82
5	41	16
5	42	80
43	5	46
44	5	72
5	45	53
5	46	88
47	5	4
5	48	82
5	49	42
5	50	67
51	5	36
52	5	22
5	53	94
5	54	60
55	5	54
5	56	56
57	5	22
5	58	48
59	5	23
5	60	24
61	5	75
5	62	69
63	5	92
5	64	97
65	5	95
66	5	70
67	5	99
68	5	34
5	69	75
70	5	43
71	5	61
5	72	39
5	73	71
5	74	90
5	75	63
76	5	51
77	5	48
5	78	87
5	79	5
80	5	75
81	5	89
82	5	57
83	5	9
84	5	1
85	5	33
86	5	50
87	5	96
88	5	11
89	5	20
5	90	3
5	91	86
5	92	82
93	5	97
5	94	34
95	5	15
96	5	75
97	5	20
5	98	11
99	5	49
5	100	23
5	101	44
102	5	2
5	103	16
104	5	1
105	5	58
5	106	8
107	5	47
108	5	60
109	5	15
5	110	5
111	5	60
112	5	67
113	5	18
114	5	20
5	115	26
5	116	33
117	5	22
118	5	75
5	119	2
120	5	57
5	121	3
5	122	81
123	5	76
124	5	98
125	5	7
5	126	90
5	127	19
5	128	30
129	5	80
130	5	94
5	131	99
132	5	96
133	5	31
134	5	17
135	5	58
5	136	18
5	137	46
5	138	29
139	5	45
140	5	57
141	5	58
5	142	69
5	143	52
5	144	4
5	145	39
146	5	65
5	147	63
5	148	22
149	5	41
5	150	5
151	5	23
152	5	83
153	5	19
154	5	19
5	155	41
156	5	9
5	157	65
5	158	52
5	159	65
5	160	71
5	161	75
162	5	23
5	163	74
164	5	91
165	5	15
5	166	60
5	167	32
168	5	87
169	5	64
170	5	98
171	5	2
5	172	88
173	5	85
174	5	47
175	5	18
5	176	50
5	177	46
5	178	55
179	5	30
180	5	36
5	181	38
182	5	44
183	5	28
184	5	93
185	5	8
5	186	40
187	5	24
5	188	42
189	5	99
5	190	4
191	5	60
192	5	82
5	193	97
194	5	52
5	195	65
196	5	6
197	5	86
198	5	4
199	5	29
7	6	48
8	6	31
9	6	46
6	10	30
6	11	62
12	6	52
13	6	75
14	6	5
6	15	11
16	6	93
6	17	74
6	18	32
6	19	7
6	20	5
21	6	66
6	22	100
6	23	99
6	24	2
6	25	53
6	26	6
27	6	91
28	6	18
29	6	98
6	30	29
31	6	54
6	32	94
33	6	27
6	34	30
35	6	2
36	6	3
37	6	55
38	6	91
6	39	21
40	6	54
6	41	61
42	6	40
6	43	87
44	6	47
45	6	58
6	46	13
47	6	6
48	6	91
49	6	59
6	50	12
51	6	90
6	52	38
53	6	49
6	54	4
6	55	61
6	56	54
6	57	52
6	58	94
6	59	6
6	60	64
61	6	63
62	6	80
63	6	33
6	64	6
6	65	76
66	6	22
6	67	67
6	68	2
69	6	64
70	6	39
71	6	2
72	6	35
73	6	47
74	6	40
6	75	27
6	76	38
6	77	7
6	78	92
79	6	62
6	80	39
81	6	33
82	6	72
83	6	6
6	84	45
85	6	41
86	6	55
6	87	46
88	6	42
6	89	87
6	90	65
6	91	100
6	92	58
93	6	22
6	94	100
95	6	1
96	6	29
6	97	49
98	6	31
6	99	52
100	6	60
6	101	8
6	102	47
6	103	34
104	6	29
105	6	29
106	6	7
107	6	9
6	108	66
6	109	66
6	110	4
111	6	88
6	112	99
6	113	4
114	6	16
115	6	35
6	116	70
117	6	24
118	6	82
6	119	4
6	120	67
121	6	94
6	122	94
6	123	85
6	124	29
125	6	8
6	126	30
6	127	87
6	128	52
129	6	16
6	130	45
131	6	35
6	132	23
6	133	9
6	134	35
6	135	38
6	136	16
137	6	54
138	6	49
139	6	27
140	6	9
6	141	83
6	142	29
143	6	68
6	144	18
145	6	69
146	6	49
6	147	21
6	148	33
149	6	20
150	6	65
151	6	93
152	6	58
153	6	59
6	154	22
155	6	61
156	6	7
157	6	20
158	6	21
6	159	67
6	160	17
6	161	64
162	6	80
163	6	54
6	164	84
6	165	54
166	6	43
167	6	78
6	168	36
6	169	86
170	6	37
6	171	27
6	172	57
6	173	79
6	174	60
175	6	2
176	6	36
6	177	10
178	6	39
179	6	32
180	6	62
181	6	53
6	182	31
183	6	50
6	184	61
6	185	92
6	186	21
6	187	28
188	6	70
189	6	94
6	190	10
6	191	60
192	6	62
6	193	6
6	194	22
6	195	78
196	6	39
197	6	35
6	198	86
6	199	30
8	7	49
7	9	10
7	10	12
11	7	22
7	12	4
13	7	74
14	7	77
15	7	61
7	16	85
7	17	30
18	7	21
7	19	99
20	7	26
7	21	13
7	22	57
23	7	59
7	24	54
25	7	89
26	7	62
27	7	77
28	7	100
29	7	70
30	7	48
7	31	32
32	7	9
33	7	33
7	34	90
35	7	3
7	36	61
7	37	13
7	38	100
39	7	82
40	7	43
41	7	28
7	42	9
7	43	88
44	7	20
45	7	58
46	7	3
47	7	35
48	7	17
49	7	50
50	7	60
7	51	51
7	52	99
7	53	98
54	7	70
55	7	11
7	56	99
57	7	60
58	7	81
59	7	65
7	60	19
7	61	93
7	62	4
7	63	21
7	64	44
65	7	29
66	7	98
7	67	84
7	68	60
7	69	87
7	70	2
71	7	1
72	7	26
7	73	35
74	7	33
7	75	24
7	76	48
77	7	61
78	7	14
79	7	86
7	80	12
81	7	12
7	82	55
7	83	9
84	7	63
7	85	7
7	86	11
7	87	79
7	88	18
89	7	75
7	90	84
91	7	72
7	92	90
93	7	74
7	94	93
95	7	52
7	96	73
97	7	94
98	7	63
7	99	11
100	7	58
7	101	89
7	102	60
7	103	97
104	7	66
105	7	4
7	106	88
107	7	96
108	7	3
7	109	46
110	7	4
111	7	59
7	112	6
113	7	43
114	7	39
7	115	86
116	7	40
7	117	45
118	7	35
7	119	48
7	120	26
7	121	89
122	7	36
123	7	78
124	7	84
125	7	61
126	7	48
127	7	21
128	7	94
129	7	85
130	7	96
7	131	26
7	132	13
133	7	92
7	134	85
135	7	92
7	136	55
137	7	69
138	7	5
7	139	26
140	7	79
141	7	14
142	7	74
143	7	73
7	144	92
7	145	60
7	146	7
147	7	65
7	148	96
7	149	46
7	150	51
151	7	76
152	7	22
7	153	75
154	7	8
7	155	87
7	156	47
7	157	75
7	158	81
159	7	4
7	160	30
7	161	41
162	7	45
7	163	6
7	164	27
165	7	3
7	166	78
167	7	87
168	7	74
169	7	13
170	7	52
171	7	35
172	7	39
173	7	35
7	174	51
175	7	30
176	7	52
7	177	61
178	7	88
179	7	81
180	7	1
181	7	25
7	182	47
183	7	3
184	7	36
185	7	92
7	186	98
7	187	98
188	7	30
189	7	3
190	7	23
191	7	24
7	192	57
7	193	59
194	7	56
7	195	55
196	7	74
197	7	98
7	198	50
199	7	25
9	8	61
8	10	5
8	11	31
8	12	71
13	8	91
8	14	83
8	15	69
8	16	4
17	8	95
18	8	4
8	19	46
8	20	1
21	8	33
8	22	55
23	8	26
8	24	83
8	25	19
26	8	88
8	27	2
28	8	8
8	29	25
30	8	5
8	31	87
8	32	14
8	33	47
34	8	17
35	8	7
8	36	37
8	37	36
38	8	90
8	39	30
8	40	100
8	41	13
42	8	36
8	43	35
8	44	10
8	45	11
46	8	2
8	47	16
8	48	53
8	49	86
8	50	93
8	51	72
8	52	90
8	53	79
54	8	54
8	55	40
56	8	42
8	57	79
58	8	95
8	59	89
60	8	74
61	8	100
62	8	41
8	63	32
8	64	18
8	65	92
8	66	17
8	67	38
8	68	11
8	69	36
70	8	98
8	71	61
8	72	10
8	73	19
8	74	14
8	75	67
8	76	19
77	8	23
8	78	71
8	79	93
80	8	75
8	81	79
82	8	90
8	83	27
8	84	68
8	85	63
8	86	5
87	8	27
88	8	22
8	89	48
90	8	66
8	91	19
92	8	77
93	8	27
8	94	44
95	8	3
96	8	92
8	97	76
8	98	47
99	8	94
100	8	31
101	8	2
8	102	38
8	103	4
8	104	36
105	8	21
8	106	3
8	107	84
8	108	35
109	8	51
8	110	74
8	111	20
112	8	15
113	8	88
114	8	9
115	8	34
8	116	23
8	117	53
8	118	64
8	119	100
8	120	41
121	8	82
122	8	8
8	123	55
124	8	100
8	125	22
8	126	82
127	8	91
128	8	36
129	8	75
130	8	77
8	131	14
8	132	79
133	8	74
134	8	70
8	135	67
8	136	2
137	8	89
138	8	20
8	139	85
140	8	83
8	141	31
142	8	95
143	8	28
8	144	96
145	8	16
146	8	82
8	147	18
148	8	98
149	8	88
150	8	56
8	151	98
152	8	28
153	8	61
154	8	14
8	155	25
8	156	50
157	8	6
8	158	25
159	8	5
8	160	30
8	161	53
162	8	37
163	8	7
164	8	32
165	8	60
8	166	51
167	8	41
168	8	12
8	169	14
8	170	32
171	8	96
172	8	49
8	173	8
8	174	59
175	8	34
176	8	56
177	8	90
8	178	63
8	179	2
180	8	71
8	181	86
8	182	40
183	8	99
8	184	26
8	185	58
8	186	94
187	8	23
188	8	94
189	8	9
8	190	47
191	8	1
192	8	29
8	193	34
194	8	39
195	8	45
196	8	30
8	197	80
198	8	44
8	199	66
10	9	10
11	9	44
12	9	95
13	9	9
14	9	85
9	15	60
9	16	57
9	17	69
18	9	69
9	19	96
20	9	58
9	21	75
22	9	8
9	23	35
9	24	80
9	25	35
26	9	21
9	27	31
9	28	82
9	29	7
9	30	97
31	9	64
32	9	59
33	9	86
34	9	70
35	9	31
36	9	49
9	37	31
9	38	72
39	9	94
40	9	14
9	41	32
42	9	91
43	9	22
44	9	18
9	45	17
46	9	69
47	9	12
48	9	85
9	49	14
9	50	96
51	9	41
52	9	27
53	9	25
54	9	42
55	9	61
9	56	13
57	9	87
9	58	11
9	59	1
9	60	30
61	9	1
62	9	19
63	9	20
64	9	41
9	65	13
9	66	97
67	9	14
9	68	53
9	69	70
9	70	52
71	9	66
9	72	64
73	9	40
9	74	56
75	9	10
76	9	64
77	9	44
78	9	39
79	9	97
9	80	7
9	81	64
82	9	37
9	83	25
84	9	48
9	85	35
86	9	65
87	9	37
88	9	38
9	89	83
90	9	37
9	91	45
9	92	8
9	93	98
9	94	44
95	9	23
96	9	78
97	9	53
98	9	38
9	99	44
100	9	90
9	101	97
102	9	28
9	103	72
104	9	66
105	9	49
9	106	21
107	9	31
108	9	45
109	9	13
110	9	96
111	9	49
112	9	60
113	9	64
9	114	8
9	115	72
116	9	55
117	9	93
9	118	28
119	9	7
9	120	31
9	121	34
9	122	55
9	123	93
124	9	42
125	9	17
126	9	56
127	9	35
9	128	21
9	129	27
9	130	93
131	9	74
132	9	85
9	133	81
134	9	49
9	135	25
9	136	92
137	9	57
9	138	14
9	139	29
9	140	98
9	141	13
9	142	36
9	143	50
144	9	48
145	9	42
146	9	64
147	9	94
9	148	99
9	149	85
150	9	17
9	151	88
9	152	68
153	9	100
9	154	29
155	9	7
9	156	75
157	9	84
158	9	62
159	9	18
160	9	95
161	9	66
162	9	9
163	9	46
164	9	85
9	165	90
9	166	63
9	167	11
168	9	91
9	169	16
9	170	71
9	171	40
9	172	78
9	173	32
9	174	83
9	175	51
9	176	45
9	177	73
9	178	79
9	179	63
9	180	53
9	181	56
9	182	38
9	183	70
184	9	62
185	9	59
186	9	70
9	187	29
9	188	8
9	189	16
190	9	35
191	9	82
192	9	58
9	193	59
9	194	47
195	9	26
196	9	54
197	9	87
198	9	42
199	9	95
11	10	42
12	10	27
13	10	75
14	10	92
10	15	89
10	16	88
17	10	89
10	18	43
19	10	97
20	10	82
21	10	99
10	22	7
23	10	40
24	10	93
10	25	32
10	26	54
10	27	96
10	28	33
10	29	68
30	10	69
10	31	88
10	32	99
33	10	75
34	10	70
10	35	8
36	10	1
37	10	12
10	38	5
10	39	45
40	10	72
10	41	89
42	10	14
43	10	61
44	10	6
45	10	87
46	10	33
10	47	96
48	10	36
10	49	33
50	10	64
51	10	83
10	52	44
10	53	49
54	10	46
10	55	40
56	10	42
57	10	63
58	10	81
10	59	55
60	10	98
10	61	53
10	62	21
63	10	55
10	64	21
10	65	74
66	10	5
67	10	9
10	68	77
69	10	81
10	70	62
10	71	92
10	72	43
73	10	33
74	10	42
75	10	5
76	10	52
77	10	79
78	10	8
79	10	78
10	80	58
81	10	57
82	10	85
83	10	56
84	10	48
85	10	69
10	86	88
10	87	49
88	10	15
89	10	59
90	10	29
10	91	30
92	10	43
93	10	70
10	94	39
10	95	98
96	10	97
10	97	88
98	10	81
99	10	31
100	10	51
10	101	85
102	10	71
10	103	25
104	10	29
10	105	34
10	106	97
107	10	97
10	108	78
10	109	35
110	10	11
10	111	67
10	112	7
10	113	63
10	114	90
10	115	34
116	10	33
117	10	38
118	10	70
119	10	88
120	10	61
10	121	43
122	10	20
123	10	77
10	124	71
125	10	11
126	10	66
127	10	28
128	10	44
129	10	100
10	130	33
131	10	44
10	132	34
133	10	27
134	10	27
10	135	52
136	10	93
10	137	44
10	138	38
10	139	29
140	10	47
141	10	51
142	10	67
10	143	83
144	10	30
145	10	83
146	10	99
10	147	75
10	148	52
10	149	22
150	10	78
151	10	92
152	10	88
10	153	65
10	154	17
10	155	24
10	156	39
10	157	75
158	10	70
159	10	41
10	160	78
161	10	55
162	10	37
163	10	59
164	10	23
165	10	90
10	166	82
167	10	4
10	168	60
10	169	79
10	170	28
10	171	66
172	10	36
173	10	99
10	174	89
10	175	3
176	10	75
10	177	75
178	10	76
10	179	7
10	180	45
181	10	87
182	10	98
183	10	85
10	184	43
185	10	71
10	186	52
10	187	40
188	10	15
10	189	76
10	190	75
191	10	21
192	10	46
10	193	30
10	194	77
195	10	21
10	196	61
10	197	35
198	10	48
10	199	97
11	12	93
13	11	47
14	11	9
11	15	74
16	11	8
11	17	62
18	11	47
11	19	50
11	20	24
21	11	94
22	11	57
11	23	25
11	24	59
25	11	86
26	11	32
27	11	12
28	11	98
29	11	66
11	30	4
11	31	24
11	32	50
11	33	68
34	11	65
11	35	37
11	36	60
11	37	54
11	38	77
39	11	77
11	40	9
41	11	2
42	11	57
11	43	71
11	44	14
11	45	19
46	11	92
47	11	92
11	48	72
49	11	73
11	50	35
51	11	5
52	11	23
11	53	55
11	54	22
55	11	29
56	11	66
57	11	15
11	58	46
11	59	36
11	60	99
11	61	54
62	11	55
63	11	80
11	64	13
11	65	56
66	11	12
67	11	44
68	11	2
11	69	26
11	70	33
71	11	43
11	72	10
73	11	75
11	74	69
11	75	47
11	76	51
77	11	60
11	78	33
11	79	21
80	11	20
11	81	72
11	82	72
83	11	98
84	11	48
11	85	67
11	86	19
87	11	87
11	88	47
11	89	45
90	11	90
91	11	73
92	11	83
93	11	62
94	11	64
95	11	85
96	11	87
11	97	84
11	98	80
99	11	86
11	100	45
11	101	37
11	102	86
11	103	44
11	104	53
105	11	81
106	11	64
11	107	36
11	108	25
109	11	66
110	11	24
11	111	75
11	112	27
113	11	11
11	114	65
115	11	51
11	116	12
117	11	70
118	11	76
119	11	8
11	120	70
11	121	94
11	122	10
123	11	60
11	124	25
11	125	83
11	126	95
127	11	14
128	11	37
129	11	80
130	11	89
131	11	92
11	132	3
133	11	38
134	11	46
11	135	34
11	136	14
11	137	30
138	11	82
139	11	34
11	140	92
11	141	57
142	11	1
143	11	97
144	11	13
145	11	53
11	146	16
147	11	4
11	148	91
149	11	64
11	150	26
11	151	99
11	152	47
11	153	92
11	154	41
155	11	88
156	11	63
11	157	38
158	11	52
11	159	47
11	160	79
161	11	11
162	11	84
11	163	9
11	164	52
11	165	10
166	11	66
11	167	43
168	11	80
11	169	36
11	170	88
11	171	57
172	11	7
11	173	49
174	11	40
11	175	4
11	176	88
177	11	76
11	178	80
11	179	11
11	180	92
11	181	40
11	182	39
11	183	72
184	11	76
185	11	80
11	186	7
11	187	65
188	11	1
11	189	37
190	11	84
191	11	37
192	11	40
11	193	26
11	194	35
195	11	41
11	196	32
197	11	29
198	11	75
11	199	67
13	12	91
12	14	100
15	12	100
12	16	42
12	17	59
18	12	21
12	19	57
20	12	46
