200	9936
81	160
78	3	1
79	3	24
80	3	37
81	3	47
3	82	42
3	83	77
84	3	44
85	3	7
86	3	60
87	3	59
3	88	56
89	3	95
3	90	9
91	3	30
92	3	2
93	3	68
3	94	36
3	95	5
3	96	44
3	97	5
3	98	39
3	99	36
4	5	31
6	4	67
4	7	7
4	8	84
4	9	21
4	10	48
4	11	72
12	4	70
13	4	22
4	14	97
15	4	81
4	16	98
17	4	39
4	18	68
19	4	5
20	4	33
21	4	68
22	4	43
23	4	48
24	4	21
25	4	55
4	26	19
4	27	60
4	28	53
29	4	16
30	4	16
4	31	11
32	4	13
33	4	62
34	4	18
35	4	88
36	4	3
4	37	50
38	4	19
39	4	96
4	40	38
41	4	28
42	4	10
4	43	8
44	4	62
45	4	75
46	4	16
4	47	76
4	48	76
49	4	73
4	50	45
51	4	30
52	4	28
53	4	45
54	4	46
55	4	71
4	56	29
57	4	47
58	4	33
4	59	86
60	4	4
4	61	50
62	4	52
4	63	35
64	4	56
65	4	57
66	4	10
67	4	14
68	4	65
4	69	96
4	70	26
71	4	9
4	72	6
4	73	36
4	74	22
75	4	42
4	76	35
77	4	88
78	4	92
4	79	64
4	80	47
81	4	30
82	4	54
83	4	100
4	84	55
85	4	30
86	4	71
87	4	91
4	88	20
4	89	28
90	4	28
4	91	95
92	4	77
93	4	1
4	94	69
95	4	26
4	96	60
4	97	42
4	98	98
99	4	53
6	5	22
7	5	21
8	5	24
5	9	26
10	5	77
5	11	17
5	12	35
13	5	79
14	5	74
15	5	6
5	16	12
5	17	35
18	5	70
5	19	14
20	5	19
21	5	26
5	22	89
5	23	36
5	24	72
5	25	43
5	26	65
27	5	48
5	28	14
29	5	14
30	5	80
5	31	64
32	5	55
33	5	7
34	5	16
35	5	80
5	36	45
5	37	58
5	38	94
39	5	4
40	5	9
41	5	39
42	5	38
43	5	60
44	5	43
45	5	76
5	46	14
47	5	77
5	48	29
49	5	84
5	50	74
5	51	14
5	52	40
5	53	10
54	5	58
5	55	14
5	56	55
57	5	71
58	5	40
5	59	64
60	5	69
61	5	97
5	62	80
5	63	100
5	64	54
65	5	77
5	66	89
67	5	48
68	5	57
5	69	75
5	70	22
5	71	62
72	5	9
73	5	40
74	5	85
5	75	68
5	76	84
77	5	47
5	78	15
5	79	40
80	5	88
81	5	10
5	82	89
5	83	66
5	84	96
85	5	43
5	86	14
87	5	78
5	88	65
89	5	55
5	90	90
91	5	91
92	5	22
93	5	55
94	5	25
95	5	100
96	5	45
5	97	78
5	98	46
5	99	9
6	7	52
8	6	10
9	6	65
10	6	74
11	6	75
12	6	37
13	6	15
14	6	94
6	15	75
16	6	29
17	6	86
6	18	75
19	6	27
20	6	59
6	21	86
6	22	53
6	23	44
6	24	9
25	6	94
6	26	41
6	27	66
6	28	55
6	29	29
6	30	54
6	31	81
6	32	20
33	6	19
34	6	93
35	6	66
6	36	53
37	6	55
6	38	5
39	6	27
40	6	21
6	41	36
6	42	53
6	43	25
6	44	38
6	45	91
6	46	70
47	6	44
6	48	23
49	6	58
50	6	56
51	6	82
6	52	46
6	53	34
6	54	12
6	55	20
56	6	44
6	57	53
58	6	14
59	6	90
6	60	67
6	61	76
62	6	96
6	63	94
6	64	84
65	6	87
66	6	3
6	67	79
68	6	90
69	6	57
70	6	28
6	71	22
6	72	30
73	6	65
74	6	46
75	6	69
6	76	27
6	77	86
6	78	15
79	6	99
6	80	44
81	6	47
6	82	89
83	6	51
6	84	63
85	6	7
86	6	58
87	6	4
88	6	17
89	6	99
90	6	41
91	6	60
6	92	32
93	6	16
94	6	75
6	95	57
6	96	64
97	6	72
6	98	85
99	6	81
7	8	85
7	9	95
7	10	19
7	11	57
7	12	76
13	7	42
14	7	94
7	15	76
16	7	32
7	17	70
18	7	94
19	7	87
7	20	39
7	21	58
7	22	14
7	23	56
24	7	42
25	7	84
26	7	56
27	7	20
28	7	10
29	7	97
7	30	36
31	7	62
32	7	92
33	7	11
34	7	63
35	7	77
7	36	98
7	37	2
7	38	27
7	39	92
7	40	70
41	7	45
42	7	2
43	7	96
7	44	58
45	7	71
46	7	9
7	47	82
7	48	85
49	7	53
50	7	54
7	51	41
52	7	74
53	7	10
54	7	36
55	7	18
7	56	19
7	57	77
7	58	21
59	7	71
60	7	36
7	61	94
7	62	4
63	7	42
64	7	36
65	7	84
7	66	17
67	7	7
68	7	15
7	69	62
7	70	87
7	71	63
7	72	57
7	73	59
7	74	48
7	75	46
76	7	2
7	77	42
7	78	98
79	7	46
7	80	59
81	7	14
7	82	60
7	83	1
84	7	44
85	7	83
86	7	94
7	87	49
7	88	42
89	7	6
90	7	18
91	7	7
7	92	99
93	7	91
7	94	56
95	7	77
96	7	25
7	97	67
7	98	9
99	7	75
8	9	4
8	10	18
11	8	82
12	8	40
13	8	94
14	8	22
8	15	78
8	16	28
8	17	55
18	8	1
19	8	70
20	8	25
21	8	100
22	8	2
23	8	23
8	24	19
25	8	61
8	26	38
27	8	89
28	8	93
8	29	32
30	8	56
8	31	91
8	32	18
33	8	24
8	34	78
8	35	30
36	8	71
8	37	57
38	8	61
39	8	58
40	8	89
8	41	75
8	42	65
8	43	67
44	8	93
45	8	6
8	46	21
8	47	64
48	8	74
49	8	53
50	8	16
51	8	96
8	52	4
8	53	66
54	8	68
55	8	40
8	56	91
8	57	1
8	58	58
59	8	25
8	60	54
8	61	79
8	62	51
63	8	67
8	64	9
65	8	93
8	66	29
67	8	66
68	8	51
8	69	42
70	8	69
8	71	69
72	8	37
73	8	97
8	74	72
75	8	60
76	8	91
8	77	55
8	78	16
8	79	56
8	80	28
81	8	60
82	8	33
83	8	17
8	84	61
8	85	47
8	86	100
8	87	87
8	88	61
89	8	60
90	8	43
91	8	33
92	8	95
93	8	88
94	8	49
95	8	91
8	96	27
8	97	16
8	98	71
99	8	69
9	10	83
9	11	62
12	9	64
13	9	57
14	9	14
15	9	63
9	16	5
17	9	9
18	9	30
19	9	14
9	20	100
9	21	25
22	9	10
9	23	28
24	9	94
9	25	68
9	26	100
27	9	17
9	28	23
9	29	23
9	30	80
9	31	26
9	32	17
33	9	18
34	9	78
9	35	32
9	36	16
37	9	54
9	38	70
9	39	87
40	9	21
9	41	43
42	9	49
43	9	39
9	44	20
9	45	91
46	9	97
9	47	56
48	9	79
9	49	99
9	50	34
51	9	96
52	9	72
53	9	85
54	9	19
55	9	1
9	56	23
57	9	22
9	58	95
9	59	51
9	60	32
9	61	25
9	62	13
63	9	11
64	9	21
9	65	7
9	66	57
67	9	61
9	68	83
69	9	33
70	9	4
9	71	100
9	72	78
73	9	91
9	74	2
75	9	72
9	76	19
9	77	55
78	9	6
9	79	15
80	9	95
9	81	46
9	82	22
9	83	51
9	84	32
85	9	37
9	86	33
87	9	11
9	88	94
9	89	78
90	9	41
9	91	96
92	9	23
9	93	80
9	94	4
95	9	83
9	96	18
97	9	69
9	98	13
99	9	65
11	10	87
12	10	51
13	10	51
14	10	30
10	15	62
10	16	82
10	17	50
18	10	28
10	19	77
20	10	44
21	10	73
22	10	38
10	23	39
10	24	61
10	25	39
26	10	9
27	10	85
10	28	28
29	10	74
10	30	51
31	10	41
32	10	41
10	33	93
34	10	82
10	35	32
10	36	65
37	10	73
38	10	70
39	10	53
10	40	32
10	41	25
10	42	6
10	43	30
10	44	13
10	45	69
10	46	81
10	47	82
48	10	47
49	10	100
10	50	89
10	51	44
52	10	42
53	10	42
10	54	16
10	55	22
10	56	25
10	57	29
58	10	100
10	59	38
10	60	22
61	10	42
62	10	35
10	63	79
10	64	43
65	10	72
10	66	4
10	67	28
68	10	99
69	10	19
10	70	89
10	71	97
72	10	91
10	73	67
10	74	90
10	75	59
10	76	75
10	77	30
78	10	12
10	79	96
80	10	23
81	10	86
10	82	38
83	10	10
84	10	79
10	85	100
10	86	57
10	87	37
10	88	17
10	89	28
10	90	2
10	91	67
10	92	1
93	10	51
10	94	68
10	95	13
10	96	15
10	97	94
98	10	34
99	10	18
12	11	55
13	11	20
11	14	78
11	15	2
11	16	74
17	11	37
11	18	96
11	19	83
20	11	8
21	11	88
22	11	45
23	11	19
11	24	6
11	25	2
26	11	35
27	11	34
11	28	32
11	29	81
11	30	1
31	11	98
32	11	14
11	33	100
34	11	30
35	11	21
36	11	91
11	37	88
11	38	83
39	11	65
40	11	90
41	11	66
42	11	20
11	43	46
11	44	85
11	45	98
46	11	71
47	11	8
11	48	10
11	49	64
11	50	39
51	11	84
52	11	64
11	53	37
54	11	51
11	55	84
11	56	95
11	57	5
11	58	12
59	11	77
11	60	95
61	11	95
11	62	72
11	63	72
64	11	27
11	65	5
66	11	71
11	67	15
68	11	36
11	69	56
11	70	62
71	11	78
72	11	31
11	73	94
74	11	14
75	11	93
76	11	92
11	77	18
78	11	90
11	79	44
11	80	91
81	11	40
11	82	17
83	11	81
84	11	45
11	85	51
86	11	98
11	87	9
11	88	86
89	11	79
11	90	77
11	91	70
92	11	80
93	11	31
11	94	22
11	95	47
11	96	29
97	11	62
11	98	23
11	99	1
12	13	97
12	14	68
12	15	87
16	12	49
12	17	67
12	18	40
19	12	44
20	12	6
21	12	92
22	12	28
12	23	13
12	24	57
25	12	40
26	12	81
12	27	93
28	12	94
29	12	36
30	12	48
31	12	74
12	32	69
12	33	40
12	34	4
12	35	46
12	36	49
37	12	79
12	38	25
39	12	59
40	12	28
41	12	64
42	12	20
12	43	57
12	44	3
12	45	82
12	46	48
47	12	24
48	12	60
12	49	61
12	50	1
12	51	78
12	52	74
53	12	87
54	12	48
12	55	78
56	12	79
12	57	18
12	58	35
59	12	43
60	12	16
61	12	36
12	62	93
12	63	28
64	12	20
65	12	21
66	12	87
67	12	72
12	68	83
69	12	31
12	70	20
12	71	83
72	12	78
12	73	71
74	12	59
12	75	49
76	12	82
12	77	82
78	12	64
12	79	67
12	80	46
12	81	74
12	82	97
12	83	93
84	12	83
12	85	58
12	86	81
87	12	79
88	12	31
12	89	44
90	12	41
12	91	47
92	12	6
12	93	26
94	12	57
95	12	94
12	96	79
97	12	52
98	12	66
99	12	17
13	14	14
15	13	60
16	13	42
13	17	14
18	13	73
13	19	54
20	13	15
21	13	19
22	13	97
23	13	37
24	13	32
25	13	63
26	13	31
27	13	98
28	13	12
13	29	35
30	13	95
31	13	72
32	13	4
33	13	35
13	34	52
13	35	75
13	36	36
13	37	29
13	38	28
39	13	41
13	40	98
13	41	69
13	42	73
13	43	30
44	13	67
13	45	86
46	13	53
47	13	7
13	48	89
49	13	100
50	13	82
51	13	87
13	52	24
13	53	59
54	13	17
13	55	68
56	13	43
57	13	88
58	13	56
13	59	56
60	13	22
61	13	97
13	62	37
63	13	6
13	64	78
13	65	18
13	66	34
67	13	99
68	13	52
69	13	49
70	13	51
13	71	91
72	13	78
13	73	5
74	13	90
75	13	43
76	13	19
77	13	56
78	13	13
13	79	60
80	13	78
13	81	46
13	82	56
83	13	71
13	84	9
85	13	2
86	13	9
13	87	83
13	88	66
13	89	69
90	13	48
91	13	77
13	92	34
13	93	76
94	13	42
95	13	91
13	96	68
97	13	64
13	98	58
13	99	35
14	15	13
16	14	79
17	14	10
18	14	5
14	19	6
14	20	47
14	21	3
14	22	14
23	14	74
24	14	41
25	14	44
14	26	54
14	27	65
14	28	78
29	14	35
30	14	77
31	14	31
32	14	54
14	33	77
14	34	66
14	35	85
36	14	32
14	37	91
14	38	80
14	39	49
40	14	74
14	41	45
14	42	73
43	14	25
44	14	60
14	45	54
46	14	68
47	14	7
48	14	64
49	14	45
50	14	62
51	14	2
52	14	57
53	14	67
14	54	35
14	55	79
14	56	71
14	57	33
14	58	10
59	14	85
60	14	50
61	14	11
62	14	39
14	63	6
64	14	96
14	65	29
66	14	52
14	67	24
68	14	52
69	14	86
14	70	22
14	71	63
14	72	73
14	73	82
14	74	76
14	75	4
76	14	88
77	14	45
14	78	49
79	14	13
14	80	18
81	14	100
14	82	22
83	14	34
84	14	29
14	85	94
86	14	59
87	14	12
88	14	40
14	89	36
14	90	95
14	91	88
14	92	68
93	14	29
94	14	25
95	14	46
96	14	16
14	97	46
14	98	61
14	99	23
15	16	1
17	15	52
18	15	22
15	19	32
15	20	56
21	15	98
22	15	46
23	15	76
24	15	88
25	15	64
15	26	62
27	15	44
15	28	34
29	15	88
15	30	95
15	31	77
15	32	41
15	33	49
34	15	42
15	35	11
36	15	58
37	15	14
15	38	62
39	15	32
40	15	34
15	41	88
15	42	100
43	15	27
15	44	11
45	15	75
15	46	58
47	15	97
48	15	72
15	49	65
50	15	37
51	15	8
15	52	50
15	53	68
54	15	40
15	55	90
56	15	50
15	57	73
58	15	89
59	15	4
15	60	81
61	15	92
15	62	2
63	15	53
64	15	3
15	65	83
66	15	67
15	67	73
15	68	36
15	69	62
70	15	75
15	71	86
15	72	38
73	15	41
74	15	64
15	75	80
15	76	83
77	15	64
78	15	95
79	15	39
15	80	79
81	15	85
82	15	19
83	15	70
84	15	57
15	85	40
86	15	64
15	87	38
15	88	63
89	15	83
90	15	44
15	91	93
92	15	29
15	93	97
15	94	90
95	15	96
96	15	74
15	97	100
98	15	55
99	15	94
16	17	29
18	16	44
19	16	49
20	16	34
16	21	94
16	22	23
23	16	12
24	16	75
16	25	42
16	26	70
27	16	35
28	16	57
16	29	99
16	30	93
31	16	15
32	16	95
33	16	84
16	34	98
16	35	78
36	16	24
37	16	3
38	16	59
39	16	75
16	40	3
41	16	92
16	42	26
16	43	77
16	44	15
45	16	42
46	16	57
47	16	21
48	16	29
16	49	99
50	16	65
51	16	16
16	52	36
53	16	41
16	54	26
16	55	9
16	56	30
57	16	71
58	16	84
16	59	59
16	60	99
16	61	64
62	16	57
16	63	45
64	16	51
65	16	11
66	16	31
16	67	18
16	68	64
16	69	70
16	70	83
71	16	59
72	16	26
73	16	25
74	16	3
75	16	67
16	76	2
77	16	82
78	16	96
16	79	50
16	80	28
81	16	13
82	16	96
83	16	89
16	84	27
85	16	7
16	86	30
16	87	82
88	16	70
89	16	29
16	90	30
91	16	30
92	16	29
93	16	63
16	94	95
16	95	58
96	16	2
16	97	62
98	16	94
99	16	71
17	18	85
17	19	89
17	20	29
21	17	76
22	17	9
17	23	55
24	17	24
25	17	85
26	17	24
17	27	64
28	17	16
17	29	57
17	30	37
17	31	15
17	32	13
33	17	96
34	17	60
17	35	80
36	17	96
37	17	60
17	38	6
39	17	14
17	40	41
41	17	93
42	17	19
43	17	74
44	17	49
45	17	70
46	17	8
17	47	33
48	17	47
49	17	41
50	17	60
17	51	6
17	52	85
17	53	69
17	54	33
17	55	20
17	56	54
57	17	31
58	17	59
59	17	79
60	17	98
61	17	23
62	17	93
17	63	21
64	17	93
17	65	16
17	66	96
67	17	100
17	68	43
69	17	2
70	17	84
71	17	33
17	72	47
17	73	75
17	74	20
17	75	3
76	17	42
17	77	92
78	17	56
79	17	28
80	17	55
81	17	13
17	82	37
17	83	63
17	84	97
85	17	14
17	86	38
17	87	27
88	17	96
89	17	92
90	17	65
17	91	43
17	92	80
17	93	28
94	17	68
95	17	87
96	17	50
17	97	74
17	98	4
99	17	71
18	19	75
20	18	33
21	18	6
18	22	98
23	18	23
18	24	53
25	18	29
18	26	76
18	27	90
28	18	37
18	29	28
18	30	23
18	31	49
32	18	91
18	33	80
34	18	86
35	18	27
18	36	53
37	18	92
18	38	28
18	39	86
40	18	33
41	18	43
42	18	28
43	18	17
44	18	83
18	45	54
46	18	13
47	18	71
48	18	14
18	49	39
18	50	17
18	51	81
52	18	13
53	18	5
54	18	97
18	55	70
56	18	19
18	57	54
58	18	79
59	18	58
18	60	53
18	61	34
18	62	70
18	63	34
64	18	54
18	65	61
18	66	97
18	67	27
68	18	60
18	69	90
70	18	79
18	71	33
18	72	73
73	18	9
74	18	30
75	18	85
76	18	1
77	18	78
78	18	36
18	79	9
18	80	91
81	18	60
82	18	86
18	83	72
84	18	29
85	18	73
18	86	90
18	87	66
18	88	80
89	18	47
90	18	18
91	18	65
18	92	15
93	18	79
18	94	61
18	95	12
18	96	71
97	18	31
98	18	7
18	99	63
19	20	7
21	19	58
19	22	12
19	23	80
19	24	9
25	19	51
26	19	74
27	19	81
19	28	89
19	29	26
19	30	2
19	31	54
19	32	81
33	19	74
34	19	50
35	19	76
36	19	5
19	37	2
19	38	13
19	39	90
19	40	92
41	19	3
19	42	63
19	43	84
44	19	31
19	45	62
19	46	97
47	19	29
48	19	89
49	19	52
50	19	16
19	51	29
19	52	99
19	53	82
54	19	67
55	19	7
56	19	57
57	19	40
58	19	66
59	19	52
19	60	60
61	19	8
62	19	64
19	63	69
19	64	73
65	19	2
19	66	42
67	19	78
19	68	63
19	69	40
19	70	74
71	19	91
19	72	29
73	19	36
19	74	37
19	75	5
76	19	46
77	19	45
19	78	48
79	19	96
19	80	37
81	19	66
82	19	83
83	19	33
84	19	7
85	19	75
86	19	20
19	87	35
19	88	12
89	19	57
19	90	79
19	91	66
19	92	85
19	93	37
19	94	83
95	19	83
19	96	39
97	19	4
98	19	80
19	99	13
21	20	20
22	20	30
20	23	89
24	20	87
25	20	12
20	26	60
27	20	52
20	28	74
29	20	100
30	20	50
20	31	31
32	20	62
33	20	30
34	20	58
35	20	58
20	36	1
37	20	68
20	38	13
39	20	27
20	40	79
20	41	86
42	20	30
43	20	70
20	44	80
20	45	41
46	20	81
47	20	25
20	48	94
20	49	30
20	50	24
20	51	41
52	20	69
20	53	67
54	20	81
20	55	50
56	20	68
20	57	76
58	20	12
20	59	80
60	20	91
20	61	64
62	20	63
20	63	67
64	20	78
65	20	93
66	20	23
67	20	80
68	20	87
69	20	18
70	20	99
71	20	49
20	72	99
20	73	76
74	20	27
75	20	57
76	20	33
77	20	32
20	78	3
20	79	100
20	80	8
20	81	51
20	82	46
20	83	30
84	20	90
85	20	18
20	86	25
20	87	21
20	88	58
20	89	43
20	90	64
20	91	17
92	20	70
20	93	47
94	20	94
20	95	82
20	96	32
20	97	74
98	20	7
20	99	81
22	21	90
23	21	56
21	24	67
25	21	84
26	21	88
21	27	58
28	21	64
21	29	46
21	30	89
31	21	29
32	21	1
33	21	22
21	34	65
21	35	53
21	36	1
21	37	69
21	38	37
21	39	25
40	21	94
41	21	39
42	21	84
21	43	77
44	21	7
45	21	47
21	46	53
47	21	16
21	48	51
21	49	82
21	50	17
21	51	96
52	21	60
53	21	13
21	54	67
21	55	51
21	56	7
57	21	9
58	21	41
21	59	23
60	21	69
21	61	3
21	62	61
21	63	5
64	21	57
21	65	49
66	21	7
67	21	69
21	68	66
21	69	12
21	70	26
71	21	37
21	72	44
73	21	50
74	21	46
75	21	99
76	21	39
21	77	50
78	21	95
79	21	12
21	80	68
21	81	74
21	82	92
83	21	68
84	21	47
85	21	56
21	86	25
21	87	66
21	88	76
89	21	9
90	21	58
21	91	48
21	92	45
93	21	82
94	21	16
95	21	59
21	96	24
21	97	76
21	98	12
99	21	50
23	22	94
24	22	30
22	25	91
26	22	70
22	27	26
22	28	40
29	22	8
30	22	5
22	31	38
22	32	90
22	33	9
22	34	67
22	35	43
22	36	10
37	22	89
22	38	81
39	22	12
40	22	47
22	41	92
42	22	34
22	43	90
44	22	2
45	22	75
22	46	56
22	47	45
48	22	30
49	22	42
22	50	64
51	22	78
22	52	6
53	22	32
22	54	62
55	22	82
22	56	54
22	57	54
58	22	71
22	59	22
60	22	35
22	61	79
22	62	46
22	63	25
64	22	27
22	65	22
22	66	84
22	67	34
68	22	45
22	69	8
70	22	8
71	22	75
72	22	8
73	22	84
22	74	19
75	22	25
76	22	90
77	22	97
78	22	52
79	22	61
22	80	82
81	22	79
82	22	83
22	83	58
84	22	53
85	22	17
22	86	82
87	22	9
88	22	6
89	22	90
90	22	85
22	91	38
92	22	37
22	93	62
22	94	51
95	22	36
22	96	42
22	97	54
98	22	63
22	99	27
23	24	81
23	25	54
23	26	4
23	27	4
28	23	60
29	23	34
30	23	48
31	23	20
32	23	39
23	33	67
34	23	92
35	23	33
36	23	100
37	23	88
38	23	85
23	39	98
40	23	36
23	41	57
23	42	44
43	23	30
23	44	65
45	23	91
46	23	59
23	47	79
23	48	53
23	49	69
23	50	67
51	23	47
52	23	73
53	23	41
54	23	70
23	55	35
23	56	21
57	23	66
58	23	6
23	59	38
23	60	76
23	61	97
62	23	49
23	63	45
64	23	31
65	23	98
23	66	47
23	67	13
68	23	35
23	69	48
23	70	1
71	23	92
72	23	11
23	73	76
23	74	92
23	75	8
23	76	35
23	77	74
23	78	2
23	79	9
23	80	98
23	81	80
82	23	55
23	83	49
84	23	86
23	85	72
23	86	34
23	87	1
88	23	13
23	89	89
23	90	69
23	91	70
92	23	86
93	23	81
23	94	51
23	95	26
23	96	85
23	97	100
23	98	2
99	23	28
25	24	27
24	26	92
24	27	96
24	28	97
29	24	14
24	30	36
24	31	85
24	32	24
24	33	8
24	34	38
24	35	93
24	36	19
24	37	30
24	38	12
39	24	58
24	40	12
41	24	31
42	24	58
24	43	90
24	44	31
45	24	9
46	24	1
24	47	94
48	24	32
24	49	16
24	50	79
24	51	14
24	52	88
53	24	25
54	24	63
24	55	60
56	24	19
57	24	76
58	24	75
24	59	34
60	24	97
24	61	17
62	24	3
63	24	36
64	24	66
65	24	68
66	24	3
67	24	5
68	24	66
24	69	76
70	24	84
24	71	5
24	72	78
73	24	54
74	24	28
24	75	64
24	76	87
77	24	5
78	24	52
24	79	33
80	24	36
24	81	40
24	82	70
24	83	93
24	84	46
85	24	51
86	24	75
87	24	38
24	88	6
89	24	38
24	90	33
24	91	42
92	24	40
93	24	68
94	24	76
24	95	68
96	24	2
24	97	91
24	98	78
24	99	14
25	26	99
25	27	76
25	28	21
25	29	4
25	30	8
25	31	57
25	32	97
33	25	52
34	25	98
25	35	34
25	36	98
37	25	17
25	38	70
25	39	100
25	40	22
25	41	81
42	25	18
25	43	7
25	44	22
25	45	35
46	25	53
25	47	61
25	48	94
49	25	81
25	50	65
25	51	92
52	25	28
53	25	90
25	54	75
55	25	41
25	56	54
25	57	59
58	25	92
25	59	38
60	25	46
25	61	78
25	62	70
63	25	98
25	64	1
65	25	15
66	25	52
67	25	6
68	25	89
69	25	31
70	25	37
25	71	86
72	25	56
25	73	33
25	74	74
75	25	37
76	25	70
25	77	68
25	78	32
79	25	82
80	25	71
81	25	46
82	25	42
25	83	47
84	25	65
25	85	26
86	25	79
25	87	74
25	88	11
89	25	80
90	25	85
91	25	82
25	92	55
93	25	68
25	94	11
25	95	28
25	96	96
25	97	44
25	98	65
25	99	34
27	26	55
26	28	6
29	26	83
30	26	52
26	31	11
32	26	38
33	26	20
26	34	65
35	26	15
26	36	68
37	26	30
38	26	27
39	26	27
26	40	62
26	41	33
42	26	38
26	43	66
26	44	15
26	45	12
26	46	39
26	47	50
26	48	14
26	49	12
26	50	100
26	51	48
26	52	29
26	53	57
26	54	50
55	26	59
56	26	1
26	57	48
58	26	47
26	59	92
60	26	87
26	61	98
26	62	5
26	63	11
64	26	84
26	65	18
66	26	87
67	26	23
68	26	80
26	69	81
26	70	17
71	26	82
72	26	52
73	26	99
26	74	42
26	75	76
76	26	78
26	77	23
26	78	70
79	26	22
26	80	65
26	81	35
82	26	24
83	26	94
26	84	66
26	85	78
86	26	66
26	87	81
26	88	39
89	26	75
26	90	3
91	26	94
26	92	6
93	26	83
94	26	45
26	95	37
26	96	90
97	26	60
26	98	7
26	99	64
27	28	36
29	27	91
27	30	29
31	27	9
27	32	77
27	33	92
27	34	9
27	35	13
